s_video_id,e_width,e_height,t_average_bitrate,predicted_vmaf
493.0,416.0,234.0,41.0,1.1985690156993896
493.0,1920.0,1080.0,312.0,18.300297325479
493.0,1280.0,720.0,145.0,7.593215481861975
493.0,960.0,540.0,92.0,4.0948974735690395
493.0,640.0,360.0,51.0,0.9880176198407195
493.0,416.0,234.0,25.0,-0.2045247051073812
493.0,768.0,432.0,66.0,1.8832016602078478
493.0,1920.0,1080.0,281.0,17.457968488992805
493.0,1280.0,720.0,131.0,4.85575306759848
493.0,960.0,540.0,83.0,2.442231425798584
493.0,640.0,360.0,45.0,0.3616392376650834
493.0,768.0,432.0,58.0,0.8919601419518074
493.0,416.0,234.0,23.0,-0.11785783388320537
494.0,1920.0,1080.0,14246.0,99.39116211140059
494.0,960.0,540.0,5599.0,91.76104807275419
494.0,768.0,432.0,3907.0,85.27537179963377
494.0,1280.0,720.0,8911.0,95.89261398163472
494.0,640.0,360.0,2968.0,76.3043430849187
494.0,960.0,540.0,4402.0,88.67809968649225
494.0,640.0,360.0,2310.0,72.399204738171
494.0,1280.0,720.0,6989.0,95.26333225284345
494.0,416.0,234.0,1411.0,50.22771845870017
494.0,416.0,234.0,1097.0,44.70659890134818
494.0,768.0,432.0,3036.0,80.80657968919142
494.0,1280.0,720.0,5476.0,93.34793135743885
494.0,1920.0,1080.0,9870.0,98.81259254249441
494.0,960.0,540.0,3440.0,85.7097017011818
494.0,640.0,360.0,1792.0,66.49891365428012
494.0,768.0,432.0,2354.0,76.14124160490854
494.0,416.0,234.0,847.0,39.599813180582075
494.0,1920.0,1080.0,8101.0,97.35081515245693
494.0,960.0,540.0,2678.0,80.40142356273792
494.0,1280.0,720.0,4284.0,89.9436475379472
494.0,640.0,360.0,1386.0,62.830977690918985
494.0,416.0,234.0,652.0,35.54160617136043
494.0,768.0,432.0,1822.0,71.1984441851595
494.0,1920.0,1080.0,6600.0,96.20814035550427
494.0,1280.0,720.0,3345.0,85.68142674561781
494.0,960.0,540.0,2078.0,76.23860719211847
494.0,640.0,360.0,1069.0,56.464224378467996
494.0,416.0,234.0,500.0,30.311314227986546
494.0,1920.0,1080.0,5203.0,93.60606379995089
494.0,768.0,432.0,1406.0,66.61752799438574
494.0,1280.0,720.0,2604.0,78.56722740373084
494.0,960.0,540.0,1606.0,68.95525203195103
494.0,768.0,432.0,1081.0,57.93584609953264
494.0,416.0,234.0,381.0,25.79514434418746
494.0,640.0,360.0,820.0,48.877200552498444
494.0,1920.0,1080.0,11858.0,98.84178818155428
494.0,1920.0,1080.0,4112.0,88.29976904808672
494.0,960.0,540.0,1237.0,60.87967608689885
494.0,1280.0,720.0,2021.0,70.83608259576252
494.0,640.0,360.0,626.0,41.55453933048682
494.0,768.0,432.0,828.0,50.46953303436886
494.0,416.0,234.0,289.0,21.720743017589122
494.0,1920.0,1080.0,2300.0,71.37692015470995
494.0,1280.0,720.0,1052.0,51.52928135152622
494.0,960.0,540.0,630.0,41.13507337788084
494.0,640.0,360.0,312.0,27.993916426388378
494.0,768.0,432.0,417.0,33.7777818356478
494.0,416.0,234.0,142.0,12.578297485713112
494.0,1920.0,1080.0,1256.0,49.093471415999424
494.0,1280.0,720.0,551.0,33.11592516885005
494.0,960.0,540.0,324.0,25.549460881736355
494.0,416.0,234.0,71.0,6.766463135027585
494.0,768.0,432.0,213.0,19.90457988994071
494.0,640.0,360.0,158.0,14.927493824991384
494.0,1920.0,1080.0,733.0,29.905132681702757
494.0,960.0,540.0,180.0,12.624930808434293
494.0,1280.0,720.0,308.0,18.077621428835478
494.0,640.0,360.0,85.0,8.13073478731909
494.0,768.0,432.0,117.0,10.371222824314877
494.0,416.0,234.0,38.0,4.025969530392306
494.0,1920.0,1080.0,447.0,17.765294129451608
494.0,960.0,540.0,103.0,6.813637145211123
494.0,1280.0,720.0,181.0,9.695102950170954
494.0,768.0,432.0,66.0,5.676737482163714
494.0,640.0,360.0,47.0,4.455993524774538
494.0,416.0,234.0,21.0,4.664548978565174
494.0,1280.0,720.0,165.0,7.99214791115298
494.0,1920.0,1080.0,408.0,16.04919120568576
494.0,640.0,360.0,42.0,4.089167791968182
494.0,960.0,540.0,93.0,5.960106920943044
494.0,768.0,432.0,59.0,5.038663735008725
494.0,416.0,234.0,18.0,5.109248911769206
498.0,1920.0,1080.0,14239.0,99.41518988323084
498.0,1280.0,720.0,8778.0,95.89261398163472
498.0,960.0,540.0,5562.0,91.76104807275419
498.0,640.0,360.0,2926.0,76.33077676056496
498.0,768.0,432.0,3858.0,85.26443854243975
498.0,1920.0,1080.0,11872.0,98.86581595338453
498.0,416.0,234.0,1391.0,47.7044325731279
498.0,1280.0,720.0,6865.0,95.26333225284345
498.0,960.0,540.0,4365.0,88.74742444135507
498.0,640.0,360.0,2271.0,72.399204738171
498.0,768.0,432.0,2994.0,80.80657968919142
498.0,1280.0,720.0,5360.0,93.71373632941194
498.0,960.0,540.0,3405.0,85.7097017011818
498.0,416.0,234.0,1079.0,44.10511032099704
498.0,768.0,432.0,2316.0,76.1381264810968
498.0,416.0,234.0,831.0,39.49888343808718
498.0,640.0,360.0,1756.0,66.31654933542929
498.0,1920.0,1080.0,8128.0,97.35081515245693
498.0,1280.0,720.0,4180.0,89.9436475379472
498.0,960.0,540.0,2645.0,80.31903256486628
498.0,640.0,360.0,1353.0,62.74409156979488
498.0,768.0,432.0,1787.0,70.48240439947105
498.0,416.0,234.0,638.0,38.47058110072564
498.0,1920.0,1080.0,6485.0,96.25570779941648
498.0,1280.0,720.0,3255.0,85.52045968311297
498.0,960.0,540.0,2049.0,74.29870701798902
498.0,640.0,360.0,1041.0,55.24617368786958
498.0,768.0,432.0,1377.0,66.03669046758264
498.0,416.0,234.0,487.0,29.363513651017165
498.0,1920.0,1080.0,5217.0,93.60606379995089
498.0,1280.0,720.0,2528.0,78.7215784284974
498.0,640.0,360.0,797.0,49.219430659094954
498.0,960.0,540.0,1582.0,68.07152854838392
498.0,768.0,432.0,1056.0,57.93584609953264
498.0,416.0,234.0,371.0,25.79514434418746
498.0,1920.0,1080.0,4055.0,88.2147774057614
498.0,960.0,540.0,1215.0,60.79468444457354
498.0,1280.0,720.0,1957.0,72.00375394775133
498.0,640.0,360.0,608.0,40.77207221184353
498.0,768.0,432.0,807.0,50.38454139204355
498.0,416.0,234.0,281.0,21.645367669675714
498.0,1920.0,1080.0,2268.0,71.29192851238463
498.0,1280.0,720.0,1014.0,50.30563845243427
498.0,960.0,540.0,617.0,41.41591941639897
498.0,640.0,360.0,302.0,27.346404613669247
498.0,768.0,432.0,405.0,33.692790193322494
498.0,416.0,234.0,138.0,12.11520048942357
498.0,1920.0,1080.0,1227.0,48.93183762016995
498.0,1280.0,720.0,530.0,33.94638848449804
498.0,960.0,540.0,316.0,25.46446923941104
498.0,640.0,360.0,152.0,14.90285708842456
498.0,768.0,432.0,206.0,19.90732882507071
498.0,416.0,234.0,69.0,6.528647560180593
498.0,1920.0,1080.0,708.0,30.57330053487851
498.0,1280.0,720.0,296.0,17.992629786510165
498.0,960.0,540.0,174.0,13.039705452766212
498.0,640.0,360.0,82.0,7.535907103216316
498.0,768.0,432.0,112.0,10.585109133763424
498.0,1920.0,1080.0,436.0,21.11114079308922
498.0,416.0,234.0,37.0,3.940977888066994
498.0,1280.0,720.0,176.0,9.059355971053664
498.0,960.0,540.0,101.0,6.728645502885811
498.0,640.0,360.0,46.0,4.431874100868712
498.0,416.0,234.0,20.0,4.497588850323951
498.0,768.0,432.0,64.0,5.591745839838403
498.0,1920.0,1080.0,402.0,15.964199563360447
498.0,1280.0,720.0,160.0,7.924344107697245
498.0,960.0,540.0,91.0,5.8751152786177325
498.0,768.0,432.0,57.0,4.953672092683413
498.0,640.0,360.0,41.0,4.004176149642871
498.0,416.0,234.0,18.0,5.015730519443895
499.0,768.0,432.0,1578.0,85.09921730887127
499.0,960.0,540.0,2328.0,91.38887927098185
499.0,1280.0,720.0,3790.0,95.5908006592256
499.0,640.0,360.0,1180.0,78.40929624134405
499.0,1920.0,1080.0,8738.0,99.90301097845756
499.0,1920.0,1080.0,6477.0,99.44367264926917
499.0,416.0,234.0,595.0,52.03784692041453
499.0,1280.0,720.0,2923.0,94.04436430766053
499.0,960.0,540.0,1788.0,88.32537088868894
499.0,768.0,432.0,1239.0,82.44400439641942
499.0,416.0,234.0,468.0,51.904960006564494
499.0,1920.0,1080.0,4958.0,98.09301832761737
499.0,640.0,360.0,920.0,74.8899807710901
499.0,960.0,540.0,1389.0,83.85298159473929
