,s_video_id,e_crf,e_width,e_height,e_codec_profile,e_codec_level,t_average_bitrate,t_average_vmaf
631,500,22,416,234,main,13,349,47.979681
632,500,24,1920,1080,high,40,3827,96.523323
633,500,24,1280,720,main,31,1683,90.623213
634,500,24,960,540,main,31,1055,83.935646
635,500,24,640,360,main,30,540,68.964131
636,500,24,768,432,main,30,710,76.765475
637,500,24,416,234,main,13,273,43.986759
638,500,26,1920,1080,high,40,2969,94.906393
639,500,26,1280,720,main,31,1330,87.468168
640,500,26,960,540,main,31,833,80.0882
641,500,26,640,360,main,30,426,64.277286
642,500,26,768,432,main,30,561,72.388285
643,500,26,416,234,main,13,215,39.629778
644,500,28,1920,1080,high,40,2344,92.660554
645,500,28,1280,720,main,31,1061,83.47462
646,500,28,960,540,main,31,664,75.468448
647,500,28,640,360,main,30,337,59.022422
648,500,28,768,432,main,30,445,67.366996
649,500,28,416,234,main,13,171,35.021703
650,500,30,1920,1080,high,40,1860,89.578932
651,500,30,1280,720,main,31,851,78.634214
652,500,30,960,540,main,31,528,70.168896
653,500,30,640,360,main,30,268,53.207297
654,500,30,768,432,main,30,355,61.593499
655,500,30,416,234,main,13,135,30.183847
656,500,35,1920,1080,high,40,1097,77.979116
657,500,35,1280,720,main,31,500,63.280893
658,500,35,960,540,main,31,306,53.690966
659,500,35,640,360,main,30,155,37.306772
660,500,35,768,432,main,30,206,45.21363
661,500,35,416,234,main,13,78,18.238176
662,500,40,1920,1080,high,40,667,61.253143
663,500,40,1280,720,main,31,303,45.22649
664,500,40,960,540,main,31,184,35.932246
665,500,40,640,360,main,30,93,21.693606
666,500,40,768,432,main,30,123,28.340513
667,500,40,416,234,main,13,46,7.23352
668,500,45,1920,1080,high,40,423,41.587852
669,500,45,1280,720,main,31,192,26.253494
670,500,45,960,540,main,31,116,17.964749
671,500,45,640,360,main,30,58,7.859245
672,500,45,768,432,main,30,78,12.74452
673,500,45,416,234,main,13,29,1.876977
674,500,50,1920,1080,high,40,263,22.440729
675,500,50,1280,720,main,31,121,9.811663
676,500,50,960,540,main,31,72,5.376948
677,500,50,640,360,main,30,36,1.179165
678,500,50,768,432,main,30,48,2.559177
679,500,50,416,234,main,13,18,0.248741
680,500,55,1920,1080,high,40,243,19.246004
681,500,55,1280,720,main,31,110,7.087138
682,500,55,960,540,main,31,66,3.863136
683,500,55,640,360,main,30,33,0.788213
684,500,55,768,432,main,30,44,1.684892
685,500,55,416,234,main,13,17,0.028184
686,503,18,960,540,main,31,3816,89.620346
687,503,18,640,360,main,30,2031,74.919423
688,503,18,1280,720,main,31,6015,94.95454
689,503,18,1920,1080,high,40,10455,99.171329
690,503,18,768,432,main,30,2644,82.598696
691,503,18,416,234,main,13,1012,49.22111
692,503,20,1920,1080,high,40,8747,98.666871
693,503,20,1280,720,main,31,4674,93.070648
694,503,20,960,540,main,31,2979,86.805963
695,503,20,640,360,main,30,1580,71.092912
696,503,20,768,432,main,30,2053,79.105785
697,503,20,416,234,main,13,788,45.326324
699,503,22,1280,720,main,31,3640,90.437168
700,503,22,960,540,main,31,2323,83.120407
701,503,22,640,360,main,30,1231,66.563121
702,503,22,768,432,main,30,1598,69.832374
703,503,22,416,234,main,13,612,40.90553
704,503,24,1920,1080,high,40,5728,96.248945
705,503,24,1280,720,main,31,2848,86.874759
706,503,24,960,540,main,31,1817,78.608888
707,503,24,640,360,main,30,962,61.285873
708,503,24,768,432,main,30,1249,69.877994
709,503,24,416,234,main,13,477,36.089301
710,503,26,1920,1080,high,40,4552,94.037572
711,503,26,960,540,main,31,1426,73.278126
712,503,26,1280,720,main,31,2239,82.374001
713,503,26,640,360,main,30,752,55.422328
714,503,26,768,432,main,30,978,64.122347
715,503,26,416,234,main,13,371,31.034591
716,503,28,1280,720,main,31,1769,76.991275
717,503,28,1920,1080,high,40,3608,90.886092
718,503,28,960,540,main,31,1123,67.140661
719,503,28,640,360,main,30,589,49.054469
720,503,28,768,432,main,30,768,57.713362
721,503,28,416,234,main,13,289,25.880394
722,503,30,1920,1080,high,40,2875,86.609056
723,503,30,1280,720,main,31,1404,70.725585
724,503,30,960,540,main,31,887,60.371087
725,503,30,640,360,main,30,462,42.394375
726,503,30,768,432,main,30,604,50.816602
727,503,30,416,234,main,13,225,20.858357
728,503,35,1920,1080,high,40,1674,71.50762
729,503,35,1280,720,main,31,799,52.188572
730,503,35,960,540,main,31,497,41.545922
731,503,35,768,432,main,30,334,32.820411
732,503,35,640,360,main,30,254,25.684001
733,503,35,416,234,main,13,121,10.021452
734,503,40,1280,720,main,31,466,31.835834
735,503,40,1920,1080,high,40,1018,51.628332
736,503,40,960,540,main,31,285,23.002867
737,503,40,640,360,main,30,142,11.773818
738,503,40,768,432,main,30,189,16.537932
739,503,40,416,234,main,13,67,3.677936
740,503,45,960,540,main,31,170,9.017169
741,503,45,640,360,main,30,82,3.802562
742,503,45,768,432,main,30,111,5.439335
743,503,45,1920,1080,high,40,644,30.805581
744,503,45,1280,720,main,31,284,14.621298
745,503,45,416,234,main,13,38,1.586237
746,503,50,1920,1080,high,40,389,14.425932
747,503,50,1280,720,main,31,166,4.81255
748,503,50,960,540,main,31,96,2.870135
749,503,50,640,360,main,30,45,1.630955
750,503,50,768,432,main,30,61,1.998069
751,503,50,416,234,main,13,20,1.088637
752,503,55,1920,1080,high,40,353,11.925459
753,503,55,1280,720,main,31,149,3.942677
754,503,55,960,540,main,31,85,2.364419
755,503,55,640,360,main,30,40,1.39473
756,503,55,768,432,main,30,55,1.730095
757,503,55,416,234,main,13,18,0.99035
758,506,18,640,360,main,30,1563,74.995392
759,506,18,1280,720,main,31,5054,94.930645
760,506,18,768,432,main,30,2111,83.652996
761,506,18,1920,1080,high,40,9902,97.729913
762,506,18,960,540,main,31,3102,90.303641
763,506,18,416,234,main,13,762,48.757727
764,506,20,1920,1080,high,40,7748,97.447205
765,506,20,1280,720,main,31,3854,93.817379
766,506,20,960,540,main,31,2369,88.373099
767,506,20,640,360,main,30,1199,72.345937
768,506,20,768,432,main,30,1621,81.319117
769,506,20,416,234,main,13,588,46.330993
770,506,22,1280,720,main,31,2947,92.231982
771,506,22,640,360,main,30,917,69.393125
772,506,22,416,234,main,13,453,43.7459
773,506,22,768,432,main,30,1240,78.423238
774,506,24,1920,1080,high,40,4597,96.079449
775,506,24,1280,720,main,31,2269,90.155937
776,506,24,640,360,main,30,709,66.092645
777,506,24,960,540,main,31,1399,82.884609
778,506,24,768,432,main,30,958,75.215079
779,506,26,1280,720,main,31,1742,87.439328
780,506,26,1920,1080,high,40,3580,94.889524
781,506,24,416,234,main,13,350,40.884067
782,506,26,960,540,main,31,1082,79.495468
783,506,26,640,360,main,30,550,62.084406
784,506,26,768,432,main,30,739,71.446595
785,506,26,416,234,main,13,273,37.598764
786,506,28,1920,1080,high,40,2795,92.988495
787,506,28,1280,720,main,31,1347,84.045541
788,506,28,960,540,main,31,838,75.306144
789,506,28,640,360,main,30,425,58.116937
790,506,28,768,432,main,30,575,67.387857
791,506,28,416,234,main,13,213,34.182522
792,506,30,1920,1080,high,40,2196,90.274828
793,506,30,1280,720,main,31,1050,79.897045
794,506,30,960,540,main,31,656,70.905709
795,506,30,640,360,main,30,335,53.623013
796,506,30,768,432,main,30,447,62.731067
797,506,30,416,234,main,13,168,30.72524
798,506,35,1920,1080,high,40,1238,79.106035
799,506,35,1280,720,main,31,580,67.580001
800,506,35,960,540,main,31,363,58.140911
801,506,35,640,360,main,30,186,41.711263
802,506,35,768,432,main,30,248,50.535569
803,506,35,416,234,main,13,96,21.312194
804,506,40,1920,1080,high,40,721,64.563375
805,506,40,1280,720,main,31,343,53.472075
806,506,40,960,540,main,31,216,43.950818
807,506,40,640,360,main,30,112,28.210056
808,506,40,768,432,main,30,149,36.340543
809,506,40,416,234,main,13,58,10.774189
810,506,45,1280,720,main,31,226,36.800291
811,506,45,1920,1080,high,40,464,48.142066
812,506,45,960,540,main,31,143,28.783452
813,506,45,640,360,main,30,74,15.069051
814,506,45,768,432,main,30,99,20.87381
815,506,50,1920,1080,high,40,293,32.23594
816,506,45,416,234,main,13,37,1.851853
817,506,50,1280,720,main,31,146,21.609054
818,506,50,960,540,main,31,89,11.500199
819,506,50,768,432,main,30,62,6.847045
820,506,50,640,360,main,30,46,2.40749
821,506,50,416,234,main,13,24,0.0
822,506,55,1920,1080,high,40,264,29.464058
823,506,55,1280,720,main,31,131,17.47758
824,506,55,960,540,main,31,82,9.113253
825,506,55,640,360,main,30,41,2.440398
826,506,55,416,234,main,13,22,0.0
827,506,55,768,432,main,30,56,5.172225
828,507,18,1920,1080,high,40,12136,99.203882
829,507,18,1280,720,main,31,6193,94.785992
830,507,18,960,540,main,31,3916,88.644058
831,507,18,768,432,main,30,2640,81.184786
832,507,18,640,360,main,30,1953,72.630465
833,507,18,416,234,main,13,893,46.329933
834,507,20,1920,1080,high,40,9557,98.6015
835,507,20,1280,720,main,31,4797,92.829903
836,507,20,960,540,main,31,3029,85.867999
837,507,20,640,360,main,30,1509,69.026097
838,507,20,768,432,main,30,2039,77.877988
839,507,20,416,234,main,13,688,42.88442
840,507,22,1280,720,main,31,3700,90.127306
841,507,22,960,540,main,31,2331,82.260255
842,507,22,640,360,main,30,1158,64.741362
843,507,22,768,432,main,30,1567,73.766744
844,507,22,416,234,main,13,527,19.651979
845,507,24,1920,1080,high,40,5805,95.488276
846,507,24,1280,720,main,31,2853,86.499617
847,507,24,960,540,main,31,1790,77.805187
848,507,24,640,360,main,30,886,59.742222
849,507,24,768,432,main,30,1200,68.869756
850,507,26,1920,1080,high,40,4526,92.912803
851,507,24,416,234,main,13,400,34.809941
852,507,26,1280,720,main,31,2200,81.943562
853,507,26,960,540,main,31,1373,72.601257
854,507,26,640,360,main,30,676,54.254647
855,507,26,768,432,main,30,916,63.405619
856,507,26,416,234,main,13,304,30.441785
857,507,28,1920,1080,high,40,3518,89.337144
858,507,28,1280,720,main,31,1696,76.506149
859,507,28,960,540,main,31,1051,66.495516
860,507,28,640,360,main,30,513,48.386112
861,507,28,768,432,main,30,697,57.267923
862,507,28,416,234,main,13,230,26.124997
863,507,30,1920,1080,high,40,2745,84.671876
864,507,30,960,540,main,31,800,59.845731
865,507,30,768,432,main,30,528,50.738153
866,507,30,1280,720,main,31,1304,70.194624
867,507,30,640,360,main,30,389,42.288558
868,507,30,416,234,main,13,174,21.762783
869,507,35,1920,1080,high,40,1498,68.747445
870,507,35,1280,720,main,31,669,51.728561
871,507,35,960,540,main,31,402,41.938263
872,507,35,640,360,main,30,193,27.178961
873,507,35,768,432,main,30,263,34.323658
874,507,40,1920,1080,high,40,828,48.509759
875,507,40,960,540,main,31,205,25.572457
876,507,35,416,234,main,13,88,12.629686
877,507,40,1280,720,main,31,348,33.168978
878,507,40,768,432,main,30,134,20.116969
879,507,40,640,360,main,30,99,15.581135
880,507,40,416,234,main,13,47,5.469272
881,507,45,1280,720,main,31,196,19.014096
882,507,45,1920,1080,high,40,461,30.481681
883,507,45,960,540,main,31,116,13.508808
884,507,45,640,360,main,30,57,6.575106
885,507,45,768,432,main,30,77,9.272932
886,507,45,416,234,main,13,27,1.230427
887,507,50,1920,1080,high,40,275,18.521373
888,507,50,1280,720,main,31,120,9.867708
889,507,50,640,360,main,30,35,1.491084
890,507,50,768,432,main,30,47,2.450926
891,507,50,416,234,main,13,17,0.684054
892,507,50,960,540,main,31,70,5.753313
893,507,55,1920,1080,high,40,251,16.43022
894,507,55,960,540,main,31,64,4.73867
895,507,55,1280,720,main,31,109,8.299394
896,507,55,768,432,main,30,43,2.312763
897,507,55,640,360,main,30,31,1.393112
898,507,55,416,234,main,13,15,0.739692
899,513,18,960,540,main,31,4501,88.041678
900,513,18,1280,720,main,31,7074,94.918305
901,513,18,1920,1080,high,40,12186,99.231192
902,513,18,640,360,main,30,2248,71.698067
903,513,18,768,432,main,30,3022,80.144206
904,513,20,1920,1080,high,40,10225,98.712757
905,513,18,416,234,main,13,1058,45.469589
906,513,20,1280,720,main,31,5468,92.81857
907,513,20,640,360,main,30,1745,67.623672
908,513,20,960,540,main,31,3488,85.042209
910,513,20,416,234,main,13,824,41.407867
911,513,20,768,432,main,30,2332,76.472386
912,513,22,960,540,main,31,2685,81.046532
913,513,22,1280,720,main,31,4215,89.817212
914,513,22,416,234,main,13,638,36.787725
915,513,22,640,360,main,30,1351,62.761217
916,513,22,768,432,main,30,1795,71.874522
917,513,24,1920,1080,high,40,6750,96.486027
918,513,24,960,540,main,31,2067,76.094276
919,513,24,1280,720,main,31,3250,85.827518
920,513,24,640,360,main,30,1043,57.032769
921,513,24,768,432,main,30,1383,66.384728
922,513,24,416,234,main,13,495,31.82139
923,513,26,1280,720,main,31,2514,80.667245
924,513,26,1920,1080,high,40,5347,94.212056
925,513,26,960,540,main,31,1593,70.026644
926,513,26,640,360,main,30,805,50.51733
927,513,26,768,432,main,30,1064,59.895342
928,513,26,416,234,main,13,381,26.520193
929,513,28,1920,1080,high,40,4199,90.163364
930,513,28,1280,720,main,31,1945,74.407731
931,513,28,960,540,main,31,1228,63.003651
932,513,28,640,360,main,30,620,43.478854
933,513,28,416,234,main,13,293,21.416331
934,513,30,1920,1080,high,40,3294,84.94888
935,513,30,1280,720,main,31,1507,67.078649
936,513,30,960,540,main,31,947,55.097576
937,513,28,768,432,main,30,818,52.546517
938,513,30,416,234,main,13,225,16.627933
939,513,30,640,360,main,30,477,36.290629
940,513,30,768,432,main,30,629,44.769652
941,513,35,1920,1080,high,40,1805,66.944193
942,513,35,1280,720,main,31,806,45.682773
943,513,35,960,540,main,31,497,34.206311
944,513,35,640,360,main,30,248,19.727691
945,513,35,768,432,main,30,329,25.83104
946,513,40,1920,1080,high,40,1006,43.488459
947,513,35,416,234,main,13,116,7.169007
948,513,40,1280,720,main,31,439,24.851878
949,513,40,960,540,main,31,267,16.800686
950,513,40,640,360,main,30,130,8.109495
951,513,40,768,432,main,30,175,11.557339
952,513,40,416,234,main,13,61,2.65497
953,513,45,1920,1080,high,40,585,22.988282
954,513,45,1280,720,main,31,248,10.752826
955,513,45,960,540,main,31,149,6.405362
956,513,45,640,360,main,30,73,2.941529
957,513,45,768,432,main,30,98,4.113889
958,513,45,416,234,main,13,33,1.778937
959,513,50,1920,1080,high,40,357,12.594291
960,513,50,1280,720,main,31,149,4.446529
961,513,50,960,540,main,31,85,2.951761
962,513,50,640,360,main,30,39,1.820223
963,513,50,768,432,main,30,54,2.257269
964,513,50,416,234,main,13,18,1.354224
965,513,55,1280,720,main,31,135,3.981716
966,513,55,1920,1080,high,40,329,11.161953
967,513,55,960,540,main,31,77,2.760179
968,513,55,768,432,main,30,49,2.035691
969,513,55,640,360,main,30,35,1.806028
970,513,55,416,234,main,13,16,1.35663
971,514,18,1920,1080,high,40,12308,99.52461
972,514,18,960,540,main,31,4860,91.107408
973,514,18,768,432,main,30,3387,84.385834
974,514,18,640,360,main,30,2567,76.825582
975,514,18,1280,720,main,31,7574,95.939667
976,514,20,1920,1080,high,40,10250,99.14096
977,514,18,416,234,main,13,1253,51.429512
978,514,20,768,432,main,30,2629,80.103224
979,514,20,960,540,main,31,3806,87.688885
980,514,20,416,234,main,13,967,46.745213
981,514,20,1280,720,main,31,5932,93.685508
982,514,20,640,360,main,30,1990,72.076855
983,514,22,768,432,main,30,2030,74.871952
984,514,22,1920,1080,high,40,8492,98.313334
985,514,22,1280,720,main,31,4628,90.418599
987,514,22,640,360,main,30,1534,66.515356
988,514,22,416,234,main,13,741,41.672131
989,514,24,1280,720,main,31,3594,86.116618
990,514,24,1920,1080,high,40,6949,96.841245
991,514,24,960,540,main,31,2278,77.733391
992,514,24,640,360,main,30,1174,60.326643
993,514,24,768,432,main,30,1558,68.851117
994,514,24,416,234,main,13,564,36.464613
995,514,26,1920,1080,high,40,5584,94.331768
996,514,26,1280,720,main,31,2780,80.716272
997,514,26,640,360,main,30,895,53.76492
998,514,26,960,540,main,31,1749,71.382263
999,514,26,416,234,main,13,428,31.331459
1000,514,26,768,432,main,30,1190,62.166871
1001,514,28,1920,1080,high,40,4413,90.454908
1002,514,28,960,540,main,31,1338,64.347456
1003,514,28,1280,720,main,31,2142,74.388552
1004,514,28,640,360,main,30,680,47.034238
1005,514,28,768,432,main,30,905,55.135204
1006,514,28,416,234,main,13,323,26.427247
1007,514,30,1920,1080,high,40,3478,85.212262
1008,514,30,1280,720,main,31,1644,67.267339
1009,514,30,960,540,main,31,1019,56.963257
1010,514,30,640,360,main,30,515,40.411439
1011,514,30,768,432,main,30,687,47.955539
1012,514,30,416,234,main,13,244,21.878807
1013,514,35,1920,1080,high,40,1898,67.460319
1014,514,35,960,540,main,31,520,38.718002
1015,514,35,1280,720,main,31,850,48.153767
1016,514,35,640,360,main,30,260,25.666295
1017,514,35,416,234,main,13,123,12.704813
1018,514,35,768,432,main,30,348,31.430311
1019,514,40,1920,1080,high,40,1056,46.822013
1020,514,40,1280,720,main,31,454,30.476763
1021,514,40,960,540,main,31,275,23.487499
1022,514,40,768,432,main,30,184,18.174524
1023,514,40,640,360,main,30,137,14.252144
1024,514,40,416,234,main,13,65,6.66021
1025,514,45,1920,1080,high,40,617,29.899583
1026,514,45,1280,720,main,31,263,17.03771
1027,514,45,960,540,main,31,157,11.976771
1028,514,45,640,360,main,30,77,6.846862
1029,514,45,416,234,main,13,36,3.518881
1030,514,45,768,432,main,30,104,8.977703
1031,514,50,1920,1080,high,40,360,18.625071
1032,514,50,960,540,main,31,92,6.21124
1033,514,50,1280,720,main,31,156,8.841907
1034,514,50,640,360,main,30,44,3.580231
1035,514,50,768,432,main,30,60,4.585545
1036,514,50,416,234,main,13,21,2.149139
1037,514,55,1920,1080,high,40,326,16.767573
1038,514,55,1280,720,main,31,141,7.702019
1039,514,55,960,540,main,31,83,5.584836
1040,514,55,640,360,main,30,39,3.251587
1041,514,55,768,432,main,30,54,4.076754
1042,514,55,416,234,main,13,19,2.069574
1043,515,18,1920,1080,high,40,12237,99.219099
1044,515,18,960,540,main,31,4565,87.759165
1045,515,18,640,360,main,30,2345,71.347096
1046,515,18,1280,720,main,31,7182,94.750937
1047,515,18,768,432,main,30,3075,79.770797
1048,515,18,416,234,main,13,1103,44.976749
1049,515,20,1280,720,main,31,5565,92.592436
1050,515,20,960,540,main,31,3551,84.710892
1051,515,20,1920,1080,high,40,10216,98.723611
1052,515,22,1920,1080,high,40,8399,98.218026
1053,515,20,640,360,main,30,1826,67.30549
1054,515,20,416,234,main,13,860,40.940385
1055,515,20,768,432,main,30,2380,76.099791
1056,515,22,1280,720,main,31,4306,89.544069
1057,515,22,960,540,main,31,2746,80.709932
1058,515,22,640,360,main,30,1415,62.345465
1059,515,22,416,234,main,13,667,7.516823
1060,515,22,768,432,main,30,1837,71.496443
1061,515,24,1280,720,main,31,3326,85.503977
1062,515,24,1920,1080,high,40,6794,96.455856
1063,515,24,640,360,main,30,1096,56.610431
1064,515,24,960,540,main,31,2121,75.768785
1065,515,24,768,432,main,30,1420,66.000311
1066,515,26,1920,1080,high,40,5452,94.178079
1067,515,24,416,234,main,13,517,31.32255
1068,515,26,960,540,main,31,1640,69.729297
1069,515,26,1280,720,main,31,2578,80.369622
1070,515,26,640,360,main,30,846,50.11436
1071,515,26,416,234,main,13,399,26.094619
1072,515,26,768,432,main,30,1095,59.582469
1073,515,28,1920,1080,high,40,4245,90.105602
1074,515,28,1280,720,main,31,1999,74.073989
1075,515,28,960,540,main,31,1267,62.724168
1076,515,28,640,360,main,30,652,43.058264
1077,515,28,768,432,main,30,845,52.229096
1078,515,28,416,234,main,13,306,20.81555
1079,515,30,1920,1080,high,40,3378,84.91798
1080,515,30,1280,720,main,31,1553,66.772981
1081,515,30,640,360,main,30,501,35.840151
1082,515,30,960,540,main,31,979,54.813113
1083,515,30,416,234,main,13,235,15.997169
1084,515,30,768,432,main,30,649,44.460562
1085,515,35,1920,1080,high,40,1836,66.736799
1086,515,35,960,540,main,31,517,33.817115
1087,515,35,1280,720,main,31,833,45.188449
1088,515,35,640,360,main,30,260,19.055116
1089,515,35,768,432,main,30,342,25.193287
1090,515,35,416,234,main,13,121,6.889163
1091,515,40,1920,1080,high,40,1030,42.980033
1092,515,40,1280,720,main,31,456,24.334409
1093,515,40,960,540,main,31,280,16.043108
1094,515,40,640,360,main,30,138,8.050709
1095,515,40,768,432,main,30,183,10.894903
1096,515,45,1920,1080,high,40,607,22.404337
1097,515,40,416,234,main,13,64,2.702481
1098,515,45,1280,720,main,31,259,10.249893
1099,515,45,960,540,main,31,156,6.308502
1100,515,45,640,360,main,30,75,3.335902
1101,515,50,960,540,main,31,86,2.749135
1102,515,50,1920,1080,high,40,361,11.616644
1103,515,45,768,432,main,30,102,4.241927
1104,515,50,1280,720,main,31,150,4.402461
1105,515,45,416,234,main,13,34,1.47542
1106,515,50,416,234,main,13,18,1.27943
1107,515,50,640,360,main,30,40,2.079246
1108,515,50,768,432,main,30,55,2.236591
1109,515,55,1920,1080,high,40,330,10.218761
1110,515,55,1280,720,main,31,136,3.975634
1111,515,55,960,540,main,31,77,2.552983
1112,515,55,768,432,main,30,49,2.215164
1113,515,55,640,360,main,30,35,1.877666
1114,515,55,416,234,main,13,16,1.283128
1115,516,18,1280,720,main,31,7615,95.989527
1116,516,18,640,360,main,30,2599,76.704575
1117,516,18,1920,1080,high,40,12350,99.533118
1118,516,18,960,540,main,31,4899,91.082638
1119,516,18,768,432,main,30,3421,84.276286
1120,516,20,1920,1080,high,40,10287,99.188735
1121,516,20,960,540,main,31,3840,87.709238
1122,516,18,416,234,main,13,1273,50.975006
1123,516,20,1280,720,main,31,5969,93.786521
1124,516,20,640,360,main,30,2018,72.03103
1125,516,20,768,432,main,30,2659,80.035489
1126,516,22,1920,1080,high,40,8527,98.407966
1127,516,20,416,234,main,13,985,46.389499
1128,516,22,1280,720,main,31,4661,90.56853
1129,516,22,416,234,main,13,755,41.363237
1131,516,22,640,360,main,30,1557,66.548664
1132,516,22,768,432,main,30,2055,74.853332
1133,516,24,1280,720,main,31,3623,86.303928
1134,516,24,960,540,main,31,2305,77.885647
1135,516,24,640,360,main,30,1195,60.449957
1136,516,24,1920,1080,high,40,6988,96.989459
1137,516,24,768,432,main,30,1581,68.920519
1138,516,24,416,234,main,13,575,36.172475
1139,516,26,1920,1080,high,40,5622,94.526374
1140,516,26,1280,720,main,31,2807,80.994374
1141,516,26,960,540,main,31,1772,71.559693
1142,516,26,640,360,main,30,912,53.903866
1143,516,26,768,432,main,30,1209,62.282386
1144,516,26,416,234,main,13,437,31.132876
1145,516,28,1920,1080,high,40,4456,90.741843
1146,516,28,1280,720,main,31,2165,74.740587
1147,516,28,960,540,main,31,1358,64.603917
1148,516,28,640,360,main,30,694,47.175353
1149,516,28,768,432,main,30,922,55.289044
1150,516,28,416,234,main,13,331,26.298483
1151,516,30,1920,1080,high,40,3500,85.480334
1152,516,30,960,540,main,31,1037,57.198434
1153,516,30,1280,720,main,31,1665,67.668077
1154,516,30,640,360,main,30,527,40.626379
1155,516,30,416,234,main,13,250,21.72903
1156,516,30,768,432,main,30,701,48.170551
1157,516,35,1920,1080,high,40,1925,67.842914
1158,516,35,1280,720,main,31,865,48.530283
1159,516,35,960,540,main,31,532,38.971408
1160,516,35,768,432,main,30,357,31.422502
1161,516,35,640,360,main,30,267,25.790986
1162,516,40,1920,1080,high,40,1078,47.199454
1163,516,35,416,234,main,13,126,12.304249
1164,516,40,1280,720,main,31,465,30.648667
1165,516,40,960,540,main,31,283,23.395107
1166,516,40,640,360,main,30,141,14.017808
1167,516,40,768,432,main,30,189,17.821496
1168,516,40,416,234,main,13,67,6.057112
1169,516,45,1920,1080,high,40,628,29.872684
1170,516,45,1280,720,main,31,270,17.024951
1171,516,45,960,540,main,31,161,11.712289
1172,516,45,768,432,main,30,107,8.532802
1173,516,45,640,360,main,30,79,6.520547
1174,516,50,1920,1080,high,40,366,18.134477
1175,516,45,416,234,main,13,37,3.191035
1176,516,50,1280,720,main,31,160,8.574363
1177,516,50,640,360,main,30,45,3.425861
1178,516,50,960,540,main,31,94,5.728253
1179,516,50,768,432,main,30,61,4.270143
1180,516,50,416,234,main,13,21,2.08227
1181,516,55,1920,1080,high,40,331,16.374811
1182,516,55,1280,720,main,31,145,7.534319
1183,516,55,960,540,main,31,84,5.092194
1184,516,55,640,360,main,30,40,3.121928
1185,516,55,768,432,main,30,55,3.840346
1186,516,55,416,234,main,13,19,1.967495
1187,517,18,768,432,main,30,5776,91.840131
1188,517,18,960,540,main,31,7853,97.828098
1189,517,18,1920,1080,high,40,17705,99.981544
1190,517,18,1280,720,main,31,12243,99.652252
1191,517,18,416,234,main,13,2187,52.482003
1192,517,20,1920,1080,high,40,14813,99.950657
1193,517,18,640,360,main,30,4413,82.731252
1194,517,20,1280,720,main,31,9882,99.278555
1195,517,20,960,540,main,31,6357,95.884992
1196,517,20,640,360,main,30,3519,78.179566
1197,517,20,768,432,main,30,4609,87.882449
1198,517,20,416,234,main,13,1737,48.323833
1199,517,22,1280,720,main,31,7934,98.356929
1200,517,22,1920,1080,high,40,12417,99.882243
1201,517,22,640,360,main,30,2781,72.788051
1202,517,22,960,540,main,31,5107,92.36981
1203,517,22,768,432,main,30,3650,82.79835
1204,517,22,416,234,main,13,1366,43.689167
1205,517,24,1280,720,main,31,6343,95.898403
1206,517,24,1920,1080,high,40,10406,99.766791
1207,517,24,768,432,main,30,2870,76.770641
1208,517,24,640,360,main,30,2181,66.644411
1209,517,24,960,540,main,31,4076,87.181214
1210,517,24,416,234,main,13,1063,38.788433
1211,517,26,1920,1080,high,40,8696,99.466828
1212,517,26,1280,720,main,31,5037,91.226236
1213,517,26,640,360,main,30,1693,60.032869
1214,517,26,960,540,main,31,3222,80.735236
1215,517,26,768,432,main,30,2237,70.020569
1216,517,26,416,234,main,13,818,33.896434
1217,517,28,1920,1080,high,40,7197,98.489798
1218,517,28,960,540,main,31,2528,73.458605
1219,517,28,1280,720,main,31,3980,84.748214
1220,517,28,640,360,main,30,1306,53.101288
1221,517,28,768,432,main,30,1733,62.727953
1222,517,28,416,234,main,13,625,29.143623
1223,517,30,1920,1080,high,40,5925,95.66932
1224,517,30,1280,720,main,31,3126,77.167168
1225,517,30,960,540,main,31,1969,65.594667
1226,517,30,640,360,main,30,1000,46.170386
1227,517,30,768,432,main,30,1333,55.149478
1228,517,35,1920,1080,high,40,3515,78.022137
1229,517,30,416,234,main,13,474,24.654576
1230,517,35,1280,720,main,31,1682,55.977544
1231,517,35,960,540,main,31,1029,45.359773
1232,517,35,640,360,main,30,504,30.176753
1233,517,35,768,432,main,30,680,36.905004
1234,517,35,416,234,main,13,233,15.226631
1235,517,40,1920,1080,high,40,2026,54.867945
1236,517,40,1280,720,main,31,897,35.89055
1237,517,40,960,540,main,31,537,27.974494
1238,517,40,768,432,main,30,350,21.930226
1239,517,40,640,360,main,30,257,17.481553
1240,517,40,416,234,main,13,117,8.954546
1241,517,45,1920,1080,high,40,1210,34.519875
1242,517,45,1280,720,main,31,516,21.477031
1243,517,45,640,360,main,30,143,10.115656
1244,517,45,960,540,main,31,304,16.230192
1245,517,45,768,432,main,30,195,12.517892
1246,517,45,416,234,main,13,65,5.917929
1247,517,50,1920,1080,high,40,752,22.467302
1248,517,50,960,540,main,31,177,10.04826
1249,517,50,1280,720,main,31,306,13.348015
1250,517,50,640,360,main,30,81,6.613243
1251,517,50,768,432,main,30,112,8.023962
1252,517,50,416,234,main,13,36,5.103893
1253,517,55,1280,720,main,31,276,12.18288
1254,517,55,1920,1080,high,40,688,20.788413
1255,517,55,960,540,main,31,159,9.179315
1256,517,55,640,360,main,30,72,6.248215
1257,517,55,768,432,main,30,101,7.163957
1258,517,55,416,234,main,13,32,5.115567
