,s_video_id,e_crf,e_width,e_height,e_codec_profile,e_codec_level,t_average_bitrate,t_average_vmaf
1259,521,18,768,432,main,30,2825,80.184779
1260,521,18,1280,720,main,31,6637,96.457532
1261,521,18,960,540,main,31,4170,88.836809
1262,521,18,1920,1080,high,40,11767,99.488569
1263,521,18,640,360,main,30,2116,70.932493
1264,521,18,416,234,main,13,1015,42.845333
1265,521,20,1920,1080,high,40,9757,99.303079
1266,521,20,1280,720,main,31,5189,94.995004
1267,521,20,960,540,main,31,3259,86.399614
1268,521,20,640,360,main,30,1651,67.69469
1269,521,20,768,432,main,30,2199,77.214186
1270,521,20,416,234,main,13,792,39.617113
1271,521,22,1920,1080,high,40,8050,98.987431
1272,521,22,1280,720,main,31,4049,92.839863
1273,521,22,960,540,main,31,2534,83.259735
1274,521,22,640,360,main,30,1285,63.753405
1275,521,22,416,234,main,13,615,35.899147
1276,521,22,768,432,main,30,1711,73.554248
1277,521,24,1280,720,main,31,3164,89.867639
1278,521,24,1920,1080,high,40,6539,98.34143
1279,521,24,960,540,main,31,1972,79.37882
1280,521,24,640,360,main,30,1000,59.191881
1281,521,24,768,432,main,30,1331,69.180026
1282,521,24,416,234,main,13,477,31.822587
1283,521,26,1920,1080,high,40,5258,97.0847
1284,521,26,1280,720,main,31,2477,85.932891
1285,521,26,960,540,main,31,1537,74.706083
1286,521,26,640,360,main,30,776,54.053248
1287,521,26,416,234,main,13,370,27.558718
1288,521,26,768,432,main,30,1032,64.113553
1289,521,28,1920,1080,high,40,4216,94.688237
1290,521,28,1280,720,main,31,1944,81.125234
1291,521,28,960,540,main,31,1201,69.311987
1292,521,28,768,432,main,30,804,58.45142
1293,521,28,640,360,main,30,603,48.405566
1294,521,28,416,234,main,13,287,23.163855
1295,521,30,1920,1080,high,40,3328,90.707563
1296,521,30,1280,720,main,31,1530,75.37927
1297,521,30,960,540,main,31,939,63.055475
1298,521,30,640,360,main,30,470,42.434419
1299,521,30,768,432,main,30,626,52.106538
1300,521,30,416,234,main,13,224,18.680228
1301,521,35,1920,1080,high,40,1901,76.076218
1302,521,35,1280,720,main,31,855,57.40161
1303,521,35,960,540,main,31,519,44.978234
1304,521,35,640,360,main,30,257,26.741718
1305,521,35,768,432,main,30,344,34.78037
1306,521,35,416,234,main,13,123,8.561834
1307,521,40,1280,720,main,31,492,36.23454
1308,521,40,1920,1080,high,40,1097,55.345555
1309,521,40,960,540,main,31,297,25.513979
1310,521,40,640,360,main,30,146,11.820942
1311,521,40,768,432,main,30,196,17.54664
1312,521,40,416,234,main,13,70,2.382978
1313,521,45,1920,1080,high,40,679,33.149893
1314,521,45,1280,720,main,31,302,17.334167
1315,521,45,960,540,main,31,181,9.56179
1316,521,45,640,360,main,30,89,3.009642
1317,521,45,416,234,main,13,43,0.714477
1318,521,45,768,432,main,30,119,5.501187
1319,521,50,1920,1080,high,40,438,16.320632
1320,521,50,1280,720,main,31,193,5.64545
1321,521,50,960,540,main,31,114,2.335645
1322,521,50,640,360,main,30,55,0.593603
1323,521,50,768,432,main,30,74,0.882614
1324,521,50,416,234,main,13,26,0.395415
1325,521,55,1920,1080,high,40,406,13.930133
1326,521,55,1280,720,main,31,176,4.200131
1327,521,55,640,360,main,30,49,0.511375
1328,521,55,960,540,main,31,104,1.688367
1329,521,55,768,432,main,30,67,0.704794
1330,521,55,416,234,main,13,23,0.403765
1331,525,18,1280,720,main,31,6947,97.680156
1332,525,18,960,540,main,31,4539,94.503568
1333,525,18,640,360,main,30,2500,83.138986
1334,525,18,768,432,main,30,3240,89.438196
1335,525,18,1920,1080,high,40,12434,99.350958
1336,525,18,416,234,main,13,1292,59.256426
1337,525,20,1920,1080,high,40,9943,98.970283
1338,525,20,1280,720,main,31,5525,95.982939
1339,525,20,960,540,main,31,3609,91.409652
1340,525,20,768,432,main,30,2576,85.359158
1341,525,20,640,360,main,30,1987,78.520899
1342,525,20,416,234,main,13,1023,54.446142
1343,525,22,1280,720,main,31,4400,93.056112
1344,525,22,960,540,main,31,2867,84.071484
1346,525,22,640,360,main,30,1571,72.937698
1347,525,22,416,234,main,13,803,49.044803
1348,525,22,768,432,main,30,2042,80.221177
1349,525,24,1920,1080,high,40,6382,97.067741
1350,525,24,1280,720,main,31,3509,88.865861
1351,525,24,960,540,main,31,2275,81.677997
1352,525,24,640,360,main,30,1237,66.639489
1353,525,24,416,234,main,13,626,43.315317
1354,525,26,1920,1080,high,40,5125,94.729002
1355,525,24,768,432,main,30,1613,74.171039
1356,525,26,960,540,main,31,1800,75.315001
1357,525,26,1280,720,main,31,2795,83.516908
1358,525,26,640,360,main,30,968,59.783774
1359,525,26,768,432,main,30,1268,67.36713
1360,525,26,416,234,main,13,484,37.641274
1361,525,28,1920,1080,high,40,4124,91.060905
1362,525,28,1280,720,main,31,2220,77.165431
1363,525,28,640,360,main,30,752,52.603465
1364,525,28,960,540,main,31,1418,68.184589
1365,525,28,768,432,main,30,991,60.021016
1366,525,28,416,234,main,13,371,32.054358
1367,525,30,1920,1080,high,40,3329,86.11798
1368,525,30,960,540,main,31,1111,60.604034
1369,525,30,1280,720,main,31,1754,69.987869
1370,525,30,640,360,main,30,581,45.44025
1371,525,30,768,432,main,30,770,52.487703
1372,525,30,416,234,main,13,282,26.941091
1373,525,35,1920,1080,high,40,1959,69.133136
1374,525,35,1280,720,main,31,957,50.329296
1375,525,35,960,540,main,31,591,41.381484
1376,525,35,640,360,main,30,298,29.025683
1377,525,35,768,432,main,30,402,34.485616
1378,525,35,416,234,main,13,141,15.869875
1379,525,40,1920,1080,high,40,1156,48.461577
1380,525,40,1280,720,main,31,517,31.544794
1381,525,40,960,540,main,31,310,24.778749
1382,525,40,640,360,main,30,151,16.096437
1383,525,40,768,432,main,30,207,19.890166
1384,525,40,416,234,main,13,70,8.581703
1385,525,45,1920,1080,high,40,675,30.584712
1386,525,45,960,540,main,31,170,13.495474
1387,525,45,1280,720,main,31,291,17.86563
1388,525,45,640,360,main,30,80,8.23644
1389,525,45,768,432,main,30,111,10.219014
1390,525,45,416,234,main,13,37,5.589565
1391,525,50,1920,1080,high,40,385,19.021103
1392,525,50,1280,720,main,31,165,9.863498
1393,525,50,960,540,main,31,94,7.498626
1394,525,50,640,360,main,30,43,5.716228
1395,525,50,768,432,main,30,60,6.082996
1396,525,50,416,234,main,13,20,5.127529
1397,525,55,1920,1080,high,40,350,17.268334
1398,525,55,1280,720,main,31,148,8.788855
1399,525,55,960,540,main,31,84,6.859938
1400,525,55,640,360,main,30,39,5.566111
1401,525,55,416,234,main,13,18,5.039143
1402,525,55,768,432,main,30,54,5.845249
1403,529,18,960,540,main,31,3883,90.39141
1404,529,18,1280,720,main,31,6042,95.655066
1405,529,18,1920,1080,high,40,10275,98.601847
1406,529,18,768,432,main,30,2740,83.380548
1407,529,18,640,360,main,30,2096,75.769421
1408,529,20,1280,720,main,31,4747,94.119614
1409,529,18,416,234,main,13,1038,50.158431
1410,529,20,1920,1080,high,40,8295,98.241963
1411,529,20,960,540,main,31,3066,87.743767
1412,529,20,640,360,main,30,1640,72.267023
1413,529,20,768,432,main,30,2150,80.134225
1414,529,20,416,234,main,13,811,46.597726
1415,529,22,1920,1080,high,40,6784,97.665861
1416,529,22,960,540,main,31,2414,84.423628
1417,529,22,1280,720,main,31,3734,91.553126
1418,529,22,416,234,main,13,631,42.599482
1419,529,22,768,432,main,30,1681,76.237726
1420,529,22,640,360,main,30,1280,68.057334
1421,529,24,1920,1080,high,40,5481,96.651891
1422,529,24,960,540,main,31,1898,80.320408
1423,529,24,640,360,main,30,996,63.214928
1424,529,24,768,432,main,30,1312,71.713986
1425,529,24,1280,720,main,31,2939,88.2744
1426,529,24,416,234,main,13,488,38.344536
1427,529,26,1920,1080,high,40,4399,95.004879
1428,529,26,1280,720,main,31,2315,84.210529
1429,529,26,640,360,main,30,771,57.844387
1430,529,26,960,540,main,31,1488,75.542064
1431,529,26,768,432,main,30,1021,66.41317
1432,529,28,1920,1080,high,40,3545,91.914833
1433,529,26,416,234,main,13,374,33.937181
1434,529,28,960,540,main,31,1162,69.952139
1435,529,28,1280,720,main,31,1822,79.30596
1436,529,28,640,360,main,30,594,52.093566
1437,529,28,768,432,main,30,791,60.704358
1438,529,28,416,234,main,13,285,29.381181
1439,529,30,1920,1080,high,40,2869,87.917213
1440,529,30,1280,720,main,31,1431,73.61106
1441,529,30,960,540,main,31,904,63.856756
1442,529,30,768,432,main,30,610,54.587012
1443,529,30,640,360,main,30,456,46.233646
1444,529,30,416,234,main,13,217,25.144746
1445,529,35,1920,1080,high,40,1668,74.021332
1446,529,35,1280,720,main,31,776,56.671369
1447,529,35,640,360,main,30,233,31.29863
1448,529,35,960,540,main,31,478,46.892873
1449,529,35,768,432,main,30,316,38.563507
1450,529,35,416,234,main,13,110,14.700031
1451,529,40,1920,1080,high,40,976,55.789723
1452,529,40,1280,720,main,31,425,38.658057
1453,529,40,960,540,main,31,258,30.609487
1454,529,40,640,360,main,30,125,17.769333
1455,529,40,768,432,main,30,170,23.213983
1456,529,40,416,234,main,13,59,6.443985
1457,529,45,1920,1080,high,40,603,37.776714
1458,529,45,1280,720,main,31,255,22.178763
1459,529,45,960,540,main,31,151,15.405316
1460,529,45,640,360,main,30,73,6.728672
1461,529,45,768,432,main,30,99,9.35361
1462,529,45,416,234,main,13,34,3.429533
1463,529,50,1920,1080,high,40,345,21.330977
1464,529,50,1280,720,main,31,144,9.371942
1465,529,50,960,540,main,31,84,5.341842
1466,529,50,640,360,main,30,40,3.225568
1467,529,50,416,234,main,13,19,2.235651
1468,529,50,768,432,main,30,55,4.095438
1469,529,55,1920,1080,high,40,307,17.53089
1470,529,55,1280,720,main,31,128,7.344344
1471,529,55,960,540,main,31,75,4.626737
1472,529,55,768,432,main,30,49,3.44444
1473,529,55,640,360,main,30,36,3.034924
1474,529,55,416,234,main,13,17,2.192261
1475,538,18,1920,1080,high,40,4915,96.439437
1476,538,18,960,540,main,31,1130,84.769852
1477,538,18,1280,720,main,31,2001,90.159948
1478,538,18,768,432,main,30,709,79.560175
1479,538,18,640,360,main,30,509,73.82494
1480,538,20,1920,1080,high,40,3580,95.967157
1481,538,18,416,234,main,13,253,51.01681
1482,538,20,1280,720,main,31,1475,89.513207
1483,538,20,640,360,main,30,400,72.750336
1484,538,20,960,540,main,31,854,83.947914
1485,538,20,416,234,main,13,204,49.83501
1486,538,20,768,432,main,30,547,78.640171
1488,538,22,1280,720,main,31,1101,88.603113
1489,538,22,960,540,main,31,653,82.824025
1490,538,22,640,360,main,30,318,71.244528
1491,538,22,416,234,main,13,166,48.298861
1492,538,22,768,432,main,30,426,77.284757
1493,538,24,1920,1080,high,40,1866,94.512899
1494,538,24,1280,720,main,31,832,87.364731
1495,538,24,960,540,main,31,504,81.387483
1496,538,24,640,360,main,30,254,69.187673
1497,538,24,768,432,main,30,336,75.532425
1498,538,24,416,234,main,13,134,46.03183
1499,538,26,960,540,main,31,390,79.405307
1500,538,26,1920,1080,high,40,1375,93.496341
1501,538,26,1280,720,main,31,635,85.800025
1502,538,26,768,432,main,30,266,73.122965
1503,538,26,640,360,main,30,204,66.674378
1504,538,28,1920,1080,high,40,1020,92.206022
1505,538,26,416,234,main,13,108,43.605734
1506,538,28,1280,720,main,31,489,83.819902
1507,538,28,640,360,main,30,163,63.459321
1508,538,28,960,540,main,31,305,76.955195
1509,538,28,768,432,main,30,212,70.15916
1510,538,30,1920,1080,high,40,774,90.506066
1511,538,30,1280,720,main,31,385,81.193068
1512,538,28,416,234,main,13,88,40.595259
1513,538,30,960,540,main,31,241,73.779206
1514,538,30,768,432,main,30,169,66.594767
1515,538,30,640,360,main,30,131,59.420194
1516,538,30,416,234,main,13,70,36.984229
1517,538,35,1280,720,main,31,218,71.574032
1518,538,35,1920,1080,high,40,429,84.20971
1519,538,35,416,234,main,13,42,27.082348
1520,538,35,960,540,main,31,139,63.146892
1521,538,35,768,432,main,30,99,54.546875
1522,538,35,640,360,main,30,77,47.137895
1523,538,40,1920,1080,high,40,244,73.505614
1524,538,40,960,540,main,31,83,48.432982
1525,538,40,1280,720,main,31,127,57.826675
1526,538,40,640,360,main,30,46,32.159364
1527,538,40,768,432,main,30,59,39.656597
1528,538,40,416,234,main,13,26,16.629589
1529,538,45,1280,720,main,31,78,39.798391
1530,538,45,1920,1080,high,40,142,57.787018
1531,538,45,960,540,main,31,51,30.455634
1532,538,45,768,432,main,30,37,23.471753
1533,538,45,640,360,main,30,29,17.203971
1534,538,50,1920,1080,high,40,85,35.063312
1535,538,45,416,234,main,13,16,5.796477
1536,538,50,1280,720,main,31,46,19.676561
1537,538,50,640,360,main,30,17,5.534093
1538,538,50,960,540,main,31,30,12.311054
1539,538,50,768,432,main,30,21,7.969045
1540,538,50,416,234,main,13,10,1.192294
1541,538,55,1920,1080,high,40,77,30.413552
1542,538,55,1280,720,main,31,40,16.374005
1543,538,55,960,540,main,31,26,9.017601
1544,538,55,640,360,main,30,15,2.75389
1545,538,55,768,432,main,30,19,5.509086
1546,538,55,416,234,main,13,8,1.102744
1547,559,18,640,360,main,30,2136,79.720527
1548,559,18,960,540,main,31,3896,94.377497
1549,559,18,768,432,main,30,2762,87.810079
1550,559,18,1280,720,main,31,6367,97.953756
1551,559,18,1920,1080,high,40,11666,99.717401
1552,559,18,416,234,main,13,1108,51.678116
1553,559,20,1920,1080,high,40,9352,99.593731
1554,559,20,1280,720,main,31,4863,96.930175
1555,559,20,960,540,main,31,3026,92.320438
1556,559,20,640,360,main,30,1658,76.295166
1557,559,20,768,432,main,30,2133,84.791333
1558,559,20,416,234,main,13,863,48.231558
1559,559,22,1920,1080,high,40,7586,99.300568
1560,559,22,960,540,main,31,2351,89.371862
1561,559,22,1280,720,main,31,3719,95.275947
1562,559,22,640,360,main,30,1291,72.178725
1563,559,22,768,432,main,30,1653,80.988645
1564,559,22,416,234,main,13,672,44.222309
1565,559,24,1920,1080,high,40,5971,98.730648
1566,559,24,1280,720,main,31,2861,92.684624
1567,559,24,960,540,main,31,1835,85.438443
1568,559,24,768,432,main,30,1288,76.437559
1569,559,24,640,360,main,30,1010,67.409548
1570,559,24,416,234,main,13,525,39.733196
1571,559,26,960,540,main,31,1441,80.592377
1572,559,26,1920,1080,high,40,4689,97.517851
1573,559,26,1280,720,main,31,2221,88.95223
1574,559,26,768,432,main,30,1010,71.151596
1575,559,26,640,360,main,30,794,61.946271
1576,559,28,1920,1080,high,40,3651,95.400539
1577,559,26,416,234,main,13,411,35.058009
1578,559,28,1280,720,main,31,1745,84.102445
1579,559,28,640,360,main,30,626,55.870065
1580,559,28,960,540,main,31,1140,74.980898
1581,559,28,416,234,main,13,322,30.052471
1582,559,28,768,432,main,30,798,65.181992
1583,559,30,1920,1080,high,40,2849,91.924969
1584,559,30,1280,720,main,31,1385,78.369204
1585,559,30,960,540,main,31,907,68.551064
1586,559,30,416,234,main,13,253,25.03593
1587,559,30,640,360,main,30,496,49.400797
1588,559,30,768,432,main,30,633,58.55968
1589,559,35,1920,1080,high,40,1643,77.709858
1590,559,35,1280,720,main,31,811,60.566566
1591,559,35,640,360,main,30,283,32.41612
1592,559,35,768,432,main,30,364,40.436123
1593,559,35,960,540,main,31,526,49.979332
1594,559,35,416,234,main,13,141,13.486562
1595,559,40,1920,1080,high,40,1023,58.036629
1596,559,40,960,540,main,31,318,30.497929
1597,559,40,1280,720,main,31,499,39.864414
1598,559,40,640,360,main,30,168,17.033655
1599,559,40,416,234,main,13,83,4.752305
1600,559,40,768,432,main,30,219,22.924149
1601,559,45,1920,1080,high,40,684,36.822256
1602,559,45,1280,720,main,31,326,21.816881
1603,559,45,960,540,main,31,203,14.643947
1604,559,45,640,360,main,30,104,6.149639
1605,559,45,768,432,main,30,138,9.548047
1606,559,50,1920,1080,high,40,451,19.727098
1607,559,45,416,234,main,13,51,1.379251
1608,559,50,1280,720,main,31,212,8.937949
1609,559,50,640,360,main,30,64,1.800074
1610,559,50,960,540,main,31,129,5.047971
1611,559,55,1920,1080,high,40,415,16.874626
1612,559,50,416,234,main,13,30,0.596076
1613,559,50,768,432,main,30,86,2.709929
1614,559,55,1280,720,main,31,194,7.124566
1615,559,55,960,540,main,31,118,3.928157
1616,559,55,768,432,main,30,78,2.123689
1617,559,55,416,234,main,13,27,0.538436
1618,559,55,640,360,main,30,58,1.365555
1619,561,18,1920,1080,high,40,10954,99.490767
1620,561,18,960,540,main,31,3329,90.173975
1621,561,18,640,360,main,30,1693,75.397269
1622,561,18,1280,720,main,31,5486,95.516857
1623,561,18,768,432,main,30,2227,83.125323
1624,561,18,416,234,main,13,832,49.063826
1625,561,20,1920,1080,high,40,8649,98.976939
1626,561,20,1280,720,main,31,4091,93.376657
1627,561,20,960,540,main,31,2503,87.38608
1628,561,20,768,432,main,30,1675,79.770529
1629,561,20,416,234,main,13,635,45.427048
1630,561,20,640,360,main,30,1282,71.802044
1631,561,22,1920,1080,high,40,6735,97.996472
1632,561,22,1280,720,main,31,3051,90.620937
1633,561,22,960,540,main,31,1882,83.94877
1634,561,22,640,360,main,30,975,67.585139
1635,561,22,768,432,main,30,1267,75.812172
1636,561,22,416,234,main,13,485,2.09945
1637,561,24,1920,1080,high,40,5184,96.250584
1638,561,24,1280,720,main,31,2301,87.213188
1639,561,24,960,540,main,31,1431,79.821708
1640,561,24,640,360,main,30,748,62.788862
1641,561,24,768,432,main,30,967,71.263334
1642,561,24,416,234,main,13,373,36.968436
1643,561,26,1920,1080,high,40,3967,93.786572
1644,561,26,1280,720,main,31,1752,83.122754
1645,561,26,960,540,main,31,1096,75.027746
1646,561,26,640,360,main,30,577,57.46968
1647,561,26,768,432,main,30,745,66.052098
1648,561,26,416,234,main,13,287,32.448418
1649,561,28,1920,1080,high,40,3047,90.419918
1650,561,28,1280,720,main,31,1351,78.268733
1651,561,28,960,540,main,31,849,69.533304
1652,561,28,640,360,main,30,447,51.806065
1653,561,28,768,432,main,30,578,60.32728
1654,561,28,416,234,main,13,222,27.852296
1655,561,30,1920,1080,high,40,2366,86.163979
1656,561,30,1280,720,main,31,1054,72.620155
1657,561,30,960,540,main,31,662,63.436947
1658,561,30,640,360,main,30,348,45.817952
1659,561,30,768,432,main,30,451,54.184552
1660,561,30,416,234,main,13,172,23.371621
1661,561,35,1920,1080,high,40,1315,71.505833
1662,561,35,1280,720,main,31,585,56.021904
1663,561,35,960,540,main,31,365,46.625055
1664,561,35,640,360,main,30,189,30.675353
1665,561,35,768,432,main,30,247,37.954329
1666,561,35,416,234,main,13,91,12.93489
1667,561,40,1920,1080,high,40,739,53.184756
1668,561,40,1280,720,main,31,329,37.931039
1669,561,40,960,540,main,31,203,29.530542
1670,561,40,640,360,main,30,103,16.686798
1671,561,40,768,432,main,30,137,22.377478
1672,561,40,416,234,main,13,50,5.41914
1673,561,45,1920,1080,high,40,430,34.831136
1674,561,45,1280,720,main,31,192,20.917181
1675,561,45,960,540,main,31,117,14.239919
1676,561,45,640,360,main,30,59,6.135484
1677,561,45,768,432,main,30,78,9.408506
1678,561,45,416,234,main,13,28,1.945333
1679,561,50,1920,1080,high,40,243,18.717878
1680,561,50,1280,720,main,31,112,8.841558
1681,561,50,960,540,main,31,68,4.997376
1682,561,50,640,360,main,30,34,2.036327
1683,561,50,768,432,main,30,45,2.917444
1684,561,50,416,234,main,13,17,0.894914
1685,561,55,1920,1080,high,40,222,15.864483
1686,561,55,1280,720,main,31,102,6.74866
1687,561,55,960,540,main,31,62,3.869781
1688,561,55,640,360,main,30,31,1.592869
1689,561,55,768,432,main,30,41,2.274731
1690,561,55,416,234,main,13,15,0.784055
1691,564,18,1920,1080,high,40,7762,95.161898
1692,564,18,1280,720,main,31,2701,89.67198
1693,564,18,960,540,main,31,1536,84.08554
1694,564,18,640,360,main,30,711,70.302329
1695,564,18,768,432,main,30,944,77.550939
1696,564,20,1920,1080,high,40,5419,93.885819
1697,564,20,1280,720,main,31,1869,88.29683
1698,564,20,960,540,main,31,1098,82.522322
1699,564,18,416,234,main,13,331,46.203448
1700,564,20,640,360,main,30,534,68.409816
1701,564,20,768,432,main,30,694,75.735978
1702,564,22,1920,1080,high,40,3750,92.405906
1703,564,20,416,234,main,13,255,44.137209
1704,564,22,1280,720,main,31,1315,86.574846
1705,564,22,960,540,main,31,802,80.460457
1706,564,22,768,432,main,30,523,73.459734
1707,564,22,640,360,main,30,405,65.875825
1708,564,22,416,234,main,13,197,41.45916
1709,564,24,1920,1080,high,40,2636,90.745178
1710,564,24,1280,720,main,31,966,84.471578
1711,564,24,640,360,main,30,312,62.541292
1712,564,24,768,432,main,30,400,70.52025
1713,564,24,960,540,main,31,601,77.873768
1714,564,24,416,234,main,13,155,38.170439
1715,564,26,1920,1080,high,40,1891,88.69421
1716,564,26,1280,720,main,31,735,81.786332
1717,564,26,640,360,main,30,245,58.455848
1718,564,26,768,432,main,30,314,66.700957
1719,564,26,960,540,main,31,466,74.753594
1720,564,28,960,540,main,31,368,70.560236
1721,564,28,1280,720,main,31,580,78.327078
1722,564,28,1920,1080,high,40,1398,86.188026
1723,564,26,416,234,main,13,122,34.21378
1724,564,28,640,360,main,30,196,53.502249
1725,564,28,768,432,main,30,251,62.008922
1726,564,30,1920,1080,high,40,1064,83.089785
1727,564,28,416,234,main,13,98,29.683206
1728,564,30,1280,720,main,31,468,73.80347
1729,564,30,960,540,main,31,297,65.578897
1730,564,30,640,360,main,30,157,47.798639
1731,564,30,768,432,main,30,203,56.647515
1732,564,30,416,234,main,13,79,24.351603
1733,564,35,1920,1080,high,40,608,71.761696
1734,564,35,1280,720,main,31,287,59.100024
1735,564,35,960,540,main,31,181,49.438895
1736,564,35,640,360,main,30,96,31.602151
1737,564,35,416,234,main,13,48,10.832878
1738,564,35,768,432,main,30,125,39.566036
1739,564,40,1920,1080,high,40,361,54.143015
1740,564,40,768,432,main,30,75,20.937101
1741,564,40,960,540,main,31,110,30.083449
1742,564,40,1280,720,main,31,174,38.856947
1743,564,40,640,360,main,30,58,14.536469
1744,564,40,416,234,main,13,29,1.365033
1745,564,45,960,540,main,31,64,6.446759
1746,564,45,1280,720,main,31,103,12.564077
1747,564,45,1920,1080,high,40,217,32.379034
1748,564,45,640,360,main,30,33,0.388862
1749,564,45,768,432,main,30,43,3.46713
1750,564,50,1920,1080,high,40,125,7.481247
1751,564,50,1280,720,main,31,56,0.0
1752,564,45,416,234,main,13,17,0.0
1753,564,50,960,540,main,31,35,0.0
1754,564,50,640,360,main,30,19,0.0
1755,564,55,1920,1080,high,40,111,3.86143
1756,564,50,768,432,main,30,24,0.0
1757,564,50,416,234,main,13,10,0.0
1758,564,55,1280,720,main,31,50,0.0
1759,564,55,960,540,main,31,32,0.0
1760,564,55,640,360,main,30,17,0.0
1761,564,55,768,432,main,30,22,0.0
1762,564,55,416,234,main,13,9,0.0
1763,565,18,768,432,main,30,1972,81.187801
1764,565,18,1920,1080,high,40,9705,99.298836
1765,565,18,1280,720,main,31,4709,95.087821
1766,565,18,960,540,main,31,2878,88.949878
1767,565,18,640,360,main,30,1512,72.636756
1768,565,20,1920,1080,high,40,7686,98.986122
1769,565,18,416,234,main,13,769,44.38233
1770,565,20,1280,720,main,31,3517,93.425066
1771,565,20,960,540,main,31,2178,86.668527
1772,565,20,640,360,main,30,1154,69.664564
1773,565,20,416,234,main,13,590,41.39034
1774,565,20,768,432,main,30,1495,78.472965
1775,565,22,1280,720,main,31,2648,80.516863
1776,565,22,1920,1080,high,40,5982,83.352543
1777,565,22,960,540,main,31,1662,83.819081
1778,565,22,640,360,main,30,887,66.117687
1779,565,22,416,234,main,13,455,37.933659
1780,565,22,768,432,main,30,1146,75.22607
1781,565,24,1920,1080,high,40,4582,96.957399
1782,565,24,1280,720,main,31,2014,88.217597
1783,565,24,960,540,main,31,1280,80.358886
1784,565,24,640,360,main,30,688,61.929458
1785,565,24,768,432,main,30,885,71.284865
1786,565,24,416,234,main,13,352,33.987711
1787,565,26,960,540,main,31,995,76.201353
1788,565,26,640,360,main,30,537,57.202906
1789,565,26,1920,1080,high,40,3499,94.870246
1790,565,26,1280,720,main,31,1550,84.690872
1791,565,26,768,432,main,30,690,66.735735
1792,565,28,640,360,main,30,423,51.753289
1793,565,28,1280,720,main,31,1211,80.460509
1794,565,28,960,540,main,31,782,71.276113
1795,565,28,768,432,main,30,543,61.501017
1796,565,28,1920,1080,high,40,2675,91.917107
1797,565,26,416,234,main,13,274,29.628368
1798,565,28,416,234,main,13,214,25.207411
1799,565,30,1920,1080,high,40,2069,88.18291
1800,565,30,960,540,main,31,621,65.6239
1801,565,30,1280,720,main,31,958,75.352577
1802,565,30,640,360,main,30,334,45.839104
1803,565,30,768,432,main,30,429,55.551714
1804,565,35,1920,1080,high,40,1168,75.179526
1805,565,30,416,234,main,13,167,20.500023
1806,565,35,1280,720,main,31,559,59.367664
1807,565,35,960,540,main,31,360,48.79261
1808,565,35,768,432,main,30,248,38.934453
1809,565,35,640,360,main,30,191,30.151376
1810,565,40,1920,1080,high,40,719,57.096476
1811,565,35,416,234,main,13,94,9.710268
1812,565,40,1280,720,main,31,342,40.287609
1813,565,40,960,540,main,31,218,30.277927
1814,565,40,640,360,main,30,113,15.294946
1815,565,40,416,234,main,13,55,2.567931
1816,565,40,768,432,main,30,148,21.988187
1817,565,45,1920,1080,high,40,461,36.721686
1818,565,45,960,540,main,31,136,14.175776
1819,565,45,640,360,main,30,70,4.217642
1820,565,45,1280,720,main,31,218,21.309452
1821,565,45,768,432,main,30,92,8.099663
1822,565,50,1280,720,main,31,134,7.103038
1823,565,50,640,360,main,30,41,0.349702
1824,565,50,1920,1080,high,40,284,18.149179
1825,565,50,960,540,main,31,82,3.682528
1826,565,45,416,234,main,13,34,0.365029
1827,565,50,416,234,main,13,20,0.129748
1828,565,50,768,432,main,30,55,1.173499
1829,565,55,1920,1080,high,40,258,14.679745
1830,565,55,960,540,main,31,74,2.214912
1831,565,55,1280,720,main,31,121,5.548775
1832,565,55,640,360,main,30,37,0.302458
1833,565,55,768,432,main,30,49,0.85151
1834,565,55,416,234,main,13,17,0.125791
1835,568,18,960,540,main,31,4397,95.678601
1836,568,18,1920,1080,high,40,12930,99.738573
1837,568,18,1280,720,main,31,7137,98.522035
1838,568,18,640,360,main,30,2272,83.15303
1839,568,18,768,432,main,30,3036,90.338745
1840,568,18,416,234,main,13,1118,58.202066
1841,568,20,1280,720,main,31,5518,97.560298
1842,568,20,960,540,main,31,3428,93.469349
1843,568,20,640,360,main,30,1773,79.164735
1844,568,20,1920,1080,high,40,10545,99.630517
1845,568,20,768,432,main,30,2360,86.885746
1846,568,20,416,234,main,13,878,54.072249
1847,568,22,960,540,main,31,2668,90.060383
1848,568,22,1920,1080,high,40,8477,99.429865
1849,568,22,1280,720,main,31,4267,95.85325
1850,568,22,640,360,main,30,1387,74.378183
1851,568,22,768,432,main,30,1838,82.471202
1852,568,22,416,234,main,13,688,49.357877
1853,568,24,1920,1080,high,40,6734,98.982671
1854,568,24,960,540,main,31,2080,85.508586
1855,568,24,1280,720,main,31,3306,92.97169
1856,568,24,640,360,main,30,1084,68.902786
1857,568,24,768,432,main,30,1432,77.251941
1858,568,24,416,234,main,13,539,44.258888
1859,568,26,1280,720,main,31,2567,88.646247
1860,568,26,1920,1080,high,40,5261,97.885295
1861,568,26,960,540,main,31,1621,80.036025
1862,568,26,640,360,main,30,846,62.786578
1863,568,26,768,432,main,30,1116,71.314411
1864,568,28,1920,1080,high,40,4117,95.594313
1865,568,26,416,234,main,13,420,38.938003
1866,568,28,1280,720,main,31,2002,83.105897
1867,568,28,960,540,main,31,1266,73.712182
1868,568,28,640,360,main,30,661,56.238683
1869,568,28,416,234,main,13,328,33.513576
1870,568,28,768,432,main,30,871,64.666923
