,s_video_id,s_width,s_height,s_storage_size,s_duration,s_scan_type,c_content_category,c_si,c_ti,c_scene_change_ffmpeg_ratio30,c_scene_change_ffmpeg_ratio60,c_scene_change_ffmpeg_ratio90,c_scene_change_py_thresh30,c_scene_change_py_thresh50,c_colorhistogram_mean_dark,c_colorhistogram_mean_medium_dark,c_colorhistogram_mean_medium_bright,c_colorhistogram_mean_bright,c_colorhistogram_std_dev_dark,c_colorhistogram_std_dev_medium_dark,c_colorhistogram_std_dev_medium_bright,c_colorhistogram_std_dev_bright,c_colorhistogram_temporal_mean_std_dev_dark,c_colorhistogram_temporal_mean_std_dev_medium_dark,c_colorhistogram_temporal_mean_std_dev_medium_bright,c_colorhistogram_temporal_mean_std_dev_bright,e_crf,e_width,e_height,e_aspect_ratio,e_pixel_aspect_ratio,e_codec,e_codec_profile,e_codec_level,e_framerate,e_gop_size,e_b_frame_int,e_ref_frame_count,e_scan_type,e_bit_depth,e_pixel_fmt,t_average_bitrate,t_average_vmaf
3225,626,1920,1080,31945504,25,0,-1,27.95929919,18.88836792,0.0,0.0,0.0,0,0,0.315484664,0.286889146,0.256696888,0.140929302,0.197721957,0.051072019,0.029057974,0.09067449,,,,,24,768,432,16:09,1:01,h264,1,30,29.97002997,59.94005994,3,1,1,8.0,1,747,78.208271
344,493,1920,1080,4125568,3,0,0,42.383,22.02557813,0.0,0.0,0.0,0,0,0.206434917,0.151555802,0.193191176,0.448818105,0.141978176,0.036750422,0.111064508,0.417493161,0.205495758,0.075496109,0.045113385,0.325269668,24,1920,1080,16:09,1:01,h264,0,40,25.0,50.0,3,1,1,8.0,1,4242,96.010624
453,494,1920,1080,53761798,38,0,22,52.43496482,27.01573241,0.0,0.0,0.0,0,0,0.595390625,0.342264339,0.055095968,0.007249068,0.33396846,0.175740858,0.040626985,0.003115222,,,,,45,960,540,16:09,1:01,h264,1,31,25.0,50.0,3,1,1,8.0,1,180,13.441011
3447,635,1920,1080,31937516,25,0,-1,23.1446779,18.87919946,0.0,0.0,0.0,0,0,0.31558642,0.287184285,0.256264307,0.140964988,0.197471481,0.051262971,0.0291768,0.09091172,,,,,26,416,234,16:09,1:01,h264,1,13,29.97002997,59.94005994,3,1,2,8.0,1,257,48.736241
2455,596,1920,1080,24468203,17,0,-1,59.44531707,26.26952439,0.0,0.0,0.0,0,0,0.39139564,0.29284256,0.276022377,0.039739423,0.385212708,0.059880386,0.152001122,0.023334924,,,,,35,1280,720,16:09,1:01,h264,1,31,25.0,50.0,3,1,0,8.0,1,866,57.54845
718,503,1920,1080,92035235,68,0,9,42.93551086,21.07884968,0.0,0.0,0.0,0,0,0.677919399,0.278454379,0.041751061,0.001875161,0.265805298,0.077232297,0.039283624,0.00267401,,,,,28,960,540,16:09,1:01,h264,1,31,25.0,50.0,3,1,1,8.0,1,1123,67.140661
3303,630,1920,1080,96267824,76,0,7,29.29681738,19.56494074,0.0,0.0,0.0,0,0,0.293952868,0.281984793,0.337994309,0.08606803,0.198002358,0.065723021,0.051110246,0.095574121,,,,,26,768,432,16:09,1:01,h264,1,30,29.97002997,59.94005994,3,1,1,8.0,1,618,72.458754
1221,517,1920,1080,55691714,37,0,16,66.67963812,41.84506638,0.0,0.0,0.0,0,0,0.263877797,0.447296811,0.193093011,0.095732382,0.100469269,0.170464109,0.081682543,0.034487805,,,,,28,768,432,16:09,1:01,h264,1,30,25.0,50.0,3,1,1,8.0,1,1733,62.727953
643,500,1920,1080,18279293,14,0,18,40.83923496,19.74548711,0.0,0.0,0.0,0,0,0.232041538,0.460294657,0.245024916,0.062638889,0.221316571,0.104496398,0.085761809,0.076917371,0.0,0.0,0.0,0.0,26,416,234,16:09,1:01,h264,1,13,25.0,50.0,3,1,2,8.0,1,215,39.629778
530,498,1920,1080,53858897,38,0,22,50.77163859,27.19586141,0.0,0.0,0.0,0,0,0.595199492,0.342348251,0.055206887,0.00724537,0.33376384,0.175991961,0.040824945,0.003054203,,,,,45,416,234,16:09,1:01,h264,1,13,25.0,50.0,3,1,2,8.0,1,37,5.37516
297,489,1920,1080,82496887,59,0,24,50.71130299,23.46897486,0.0,0.0,0.0,0,0,0.26379485,0.338907697,0.220381462,0.176915992,0.071674892,0.049223042,0.062622204,0.112147026,,,,,35,1280,720,16:09,1:01,h264,1,31,25.0,50.0,3,1,0,8.0,1,835,52.149101
2416,596,1920,1080,24468203,17,0,-1,59.44531707,26.26952439,0.0,0.0,0.0,0,0,0.39139564,0.29284256,0.276022377,0.039739423,0.385212708,0.059880386,0.152001122,0.023334924,,,,,20,1920,1080,16:09,1:01,h264,0,40,25.0,50.0,3,1,1,8.0,1,11147,99.307536
709,503,1920,1080,92035235,68,0,9,42.93551086,21.07884968,0.0,0.0,0.0,0,0,0.677919399,0.278454379,0.041751061,0.001875161,0.265805298,0.077232297,0.039283624,0.00267401,,,,,24,416,234,16:09,1:01,h264,1,13,25.0,50.0,3,1,2,8.0,1,477,36.089301
2842,614,1920,1080,55902080,41,0,-1,34.37749758,13.69482962,0.0,0.0,0.0,0,0,0.91227318,0.040005466,0.024302341,0.023419014,6.056819246,0.012968929,0.000839831,0.021837974,,,,,55,416,234,16:09,1:01,h264,1,13,25.0,50.0,3,1,2,8.0,1,12,3.963103
1783,565,1920,1080,32088816,24,0,8,54.89797655,19.91498325,0.0,0.0,0.0,0,0,0.075544303,0.153894033,0.423124518,0.347437146,0.109906627,0.042354913,0.069631885,1.105086251,,,,,24,960,540,16:09,1:01,h264,1,31,25.0,50.0,3,1,1,8.0,1,1280,80.358886
3242,626,1920,1080,31945504,25,0,-1,27.95929919,18.88836792,0.0,0.0,0.0,0,0,0.315484664,0.286889146,0.256696888,0.140929302,0.197721957,0.051072019,0.029057974,0.09067449,,,,,30,640,360,16:09,1:01,h264,1,30,29.97002997,59.94005994,3,1,2,8.0,1,317,56.049002
747,503,1920,1080,92035235,68,0,9,42.93551086,21.07884968,0.0,0.0,0.0,0,0,0.677919399,0.278454379,0.041751061,0.001875161,0.265805298,0.077232297,0.039283624,0.00267401,,,,,50,1280,720,16:09,1:01,h264,1,31,25.0,50.0,3,1,0,8.0,1,166,4.81255
270,489,1920,1080,82496887,59,0,24,50.71130299,23.46897486,0.0,0.0,0.0,0,0,0.26379485,0.338907697,0.220381462,0.176915992,0.071674892,0.049223042,0.062622204,0.112147026,,,,,22,640,360,16:09,1:01,h264,1,30,25.0,50.0,3,1,2,8.0,1,1495,67.402641
187,422,1920,1080,11042927,8,1,-1,54.98057692,9.780447115,0.0,0.0,0.0,0,0,0.345901331,0.510617927,0.072284594,0.071196148,1.129176458,0.900910997,0.117467822,0.056645075,,,,,22,1280,720,16:09,1:01,h264,1,31,25.0,50.0,3,1,0,8.0,1,1293,85.956944
1434,529,1920,1080,16531345,11,0,-1,39.65743728,21.41779211,0.0,0.0,0.0,0,0,0.272218525,0.331726145,0.298045268,0.098010063,0.131800955,0.04442062,0.057568683,0.064669986,,,,,28,960,540,16:09,1:01,h264,1,31,25.0,50.0,3,1,1,8.0,1,1162,69.952139
2260,590,1920,1080,131523770,92,0,21,30.45621048,16.72294323,0.0,0.0,0.0,0,0,0.337243602,0.103700167,0.057886285,0.001169946,0.245421577,0.009007166,0.044849089,0.001300449,0.337243602,0.103700167,0.057886285,0.001169946,50,640,360,16:09,1:01,h264,1,30,25.0,50.0,3,1,2,8.0,1,35,2.691483
2625,603,1920,1080,119198592,91,0,20,64.31217741,18.38613901,0.0,0.0,0.0,0,0,0.237071599,0.584283935,0.066498843,0.112145624,0.275629381,0.404444267,0.011167734,0.118169915,0.109928233,0.322823549,0.067571619,0.145323697,55,960,540,16:09,1:01,h264,1,31,25.0,50.0,3,1,1,8.0,1,67,6.432144
3306,630,1920,1080,96267824,76,0,7,29.29681738,19.56494074,0.0,0.0,0.0,0,0,0.293952868,0.281984793,0.337994309,0.08606803,0.198002358,0.065723021,0.051110246,0.095574121,,,,,28,1280,720,16:09,1:01,h264,1,31,29.97002997,59.94005994,3,1,0,8.0,1,1093,81.752414
2474,596,1920,1080,24468203,17,0,-1,59.44531707,26.26952439,0.0,0.0,0.0,0,0,0.39139564,0.29284256,0.276022377,0.039739423,0.385212708,0.059880386,0.152001122,0.023334924,,,,,50,640,360,16:09,1:01,h264,1,30,25.0,50.0,3,1,2,8.0,1,54,7.208827
3727,642,1920,1080,36943508,32,0,-1,38.93285095,13.17947357,0.0,0.0,0.0,0,0,0.773308738,0.109934253,0.069156379,0.04760063,0.357759555,0.052258223,0.008513239,0.029862411,,,,,24,960,540,16:09,1:01,h264,1,32,59.963,119.926,3,1,1,8.0,1,1516,73.239913
1525,538,1920,1080,13663792,12,0,-1,52.15500683,2.33334471,0.0,0.0,25.0,0,0,0.285901492,0.292318512,0.286836259,0.134943737,0.167524177,0.068473148,0.082001134,0.138214419,,,,,40,1280,720,16:09,1:01,h264,1,31,25.0,50.0,3,1,0,8.0,1,127,57.826675
2661,605,1920,1080,80586751,59,0,21,47.64459224,20.15774404,0.0,0.0,0.0,0,0,0.799812886,0.088980999,0.037327675,0.07387844,3.423602886,0.038299254,0.006729283,0.258969851,,,,,30,1920,1080,16:09,1:01,h264,0,40,25.0,50.0,3,1,1,8.0,1,2849,90.364958
2088,587,1920,1080,93758625,57,0,18,39.8070852,27.68647765,0.0,0.0,0.0,0,0,0.255549447,0.133973926,0.324091596,0.286385031,0.218211976,0.072434226,0.074241535,0.122094852,,,,,30,1920,1080,16:09,1:01,h264,0,40,25.0,50.0,3,1,1,8.0,1,2669,89.785028
1786,565,1920,1080,32088816,24,0,8,54.89797655,19.91498325,0.0,0.0,0.0,0,0,0.075544303,0.153894033,0.423124518,0.347437146,0.109906627,0.042354913,0.069631885,1.105086251,,,,,24,416,234,16:09,1:01,h264,1,13,25.0,50.0,3,1,2,8.0,1,352,33.987711
3638,641,1920,1080,16206082,13,0,-1,98.10453299,25.10008538,0.0,0.0,0.0,0,0,0.283849987,0.307036876,0.258704025,0.150409111,0.14969801,0.022830094,0.071207234,0.05404967,,,,,18,1920,1080,16:09,1:01,h264,0,42,59.963,119.926,3,1,1,8.0,1,12465,99.175132
3606,640,1920,1080,96251581,76,0,-1,28.82063916,19.5669223,0.0,0.0,0.0,0,0,0.293952868,0.281984793,0.337994309,0.08606803,0.198002358,0.065723021,0.051110246,0.095574121,,,,,35,1280,720,16:09,1:01,h264,1,31,29.97002997,59.94005994,3,1,0,8.0,1,542,61.912817
1821,565,1920,1080,32088816,24,0,8,54.89797655,19.91498325,0.0,0.0,0.0,0,0,0.075544303,0.153894033,0.423124518,0.347437146,0.109906627,0.042354913,0.069631885,1.105086251,,,,,45,768,432,16:09,1:01,h264,1,30,25.0,50.0,3,1,1,8.0,1,92,8.099663
487,498,1920,1080,53858897,38,0,22,50.77163859,27.19586141,0.0,0.0,0.0,0,0,0.595199492,0.342348251,0.055206887,0.00724537,0.33376384,0.175991961,0.040824945,0.003054203,,,,,22,640,360,16:09,1:01,h264,1,30,25.0,50.0,3,1,2,8.0,1,1756,66.646032
699,503,1920,1080,92035235,68,0,9,42.93551086,21.07884968,0.0,0.0,0.0,0,0,0.677919399,0.278454379,0.041751061,0.001875161,0.265805298,0.077232297,0.039283624,0.00267401,,,,,22,1280,720,16:09,1:01,h264,1,31,25.0,50.0,3,1,0,8.0,1,3640,90.437168
2475,596,1920,1080,24468203,17,0,-1,59.44531707,26.26952439,0.0,0.0,0.0,0,0,0.39139564,0.29284256,0.276022377,0.039739423,0.385212708,0.059880386,0.152001122,0.023334924,,,,,50,768,432,16:09,1:01,h264,1,30,25.0,50.0,3,1,1,8.0,1,73,8.490381
1223,517,1920,1080,55691714,37,0,16,66.67963812,41.84506638,0.0,0.0,0.0,0,0,0.263877797,0.447296811,0.193093011,0.095732382,0.100469269,0.170464109,0.081682543,0.034487805,,,,,30,1920,1080,16:09,1:01,h264,0,40,25.0,50.0,3,1,1,8.0,1,5925,95.66932
181,422,1920,1080,11042927,8,1,-1,54.98057692,9.780447115,0.0,0.0,0.0,0,0,0.345901331,0.510617927,0.072284594,0.071196148,1.129176458,0.900910997,0.117467822,0.056645075,,,,,18,416,234,16:09,1:01,h264,1,13,25.0,50.0,3,1,2,8.0,1,371,37.930042
1838,568,1920,1080,85806758,61,0,18,46.67792866,34.67334162,0.0,0.0,0.0,0,0,0.273930845,0.170702643,0.151397248,0.403969264,0.151907178,0.011603884,0.073686501,0.547842601,,,,,18,640,360,16:09,1:01,h264,1,30,25.0,50.0,3,1,2,8.0,1,2272,83.15303
358,493,1920,1080,4125568,3,0,0,42.383,22.02557813,0.0,0.0,0.0,0,0,0.206434917,0.151555802,0.193191176,0.448818105,0.141978176,0.036750422,0.111064508,0.417493161,0.205495758,0.075496109,0.045113385,0.325269668,28,960,540,16:09,1:01,h264,1,31,25.0,50.0,3,1,1,8.0,1,804,71.165527
943,513,1920,1080,25387349,18,0,-1,43.69153289,22.62212939,0.0,0.0,0.0,0,0,0.438652424,0.367373007,0.176922422,0.017052148,0.663963931,0.038395557,0.173409526,0.02723059,,,,,35,960,540,16:09,1:01,h264,1,31,25.0,50.0,3,1,1,8.0,1,497,34.206311
2150,589,1920,1080,14244904,9,0,-1,18.35184038,21.38575117,0.0,0.0,0.0,0,0,0.678582337,0.299476595,0.018030639,0.00391043,0.509041231,0.119657483,0.021262914,0.003031383,,,,,26,640,360,16:09,1:01,h264,1,30,25.0,50.0,3,1,2,8.0,1,412,70.660657
3518,639,1920,1080,699636965,530,0,-1,34.01855623,5.464431614,0.0,0.0,0.0,0,0,0.343024209,0.064613608,0.02812625,0.008680377,0.464185067,0.007510975,0.026431253,0.006941976,0.303914404,0.057434737,0.029030878,0.011478337,26,960,540,16:09,1:01,h264,1,31,25.0,50.0,3,1,1,8.0,1,308,83.78299
581,499,1920,1080,4059928,3,0,0,40.87123438,22.25353125,0.0,0.0,0.0,0,0,0.20368302,0.15319139,0.183634688,0.459490902,0.152838984,0.036405597,0.110051644,0.443071134,0.21588706,0.077165854,0.050071597,0.341452429,30,640,360,16:09,1:01,h264,1,30,25.0,50.0,3,1,2,8.0,1,289,50.306254
2053,587,1920,1080,93758625,57,0,18,39.8070852,27.68647765,0.0,0.0,0.0,0,0,0.255549447,0.133973926,0.324091596,0.286385031,0.218211976,0.072434226,0.074241535,0.122094852,,,,,18,640,360,16:09,1:01,h264,1,30,25.0,50.0,3,1,2,8.0,1,2038,79.701769
3685,641,1920,1080,16206082,13,0,-1,98.10453299,25.10008538,0.0,0.0,0.0,0,0,0.283849987,0.307036876,0.258704025,0.150409111,0.14969801,0.022830094,0.071207234,0.05404967,,,,,40,960,540,16:09,1:01,h264,1,32,59.963,119.926,3,1,1,8.0,1,747,12.835134
3413,631,1920,1080,82936225,61,0,18,51.68780652,33.183775,0.0,0.0,0.0,0,0,0.719238683,0.068325617,0.106133777,0.106301923,1.584124749,0.008939645,0.015770196,0.053950616,,,,,55,1280,720,16:09,1:01,h264,1,31,29.97002997,59.94005994,3,1,0,8.0,1,228,4.014961
838,507,1080,1080,26252976,20,0,-1,56.01415726,20.03459677,0.0,0.0,0.0,0,0,0.046932727,0.227571159,0.148065272,0.577430841,0.063096291,0.082944016,0.14661781,0.299984902,,,,,20,768,432,16:09,1:01,h264,1,30,25.0,50.0,3,1,1,8.0,1,2039,77.877988
3480,635,1920,1080,31937516,25,0,-1,23.1446779,18.87919946,0.0,0.0,0.0,0,0,0.31558642,0.287184285,0.256264307,0.140964988,0.197471481,0.051262971,0.0291768,0.09091172,,,,,50,1280,720,16:09,1:01,h264,1,31,29.97002997,59.94005994,3,1,0,8.0,1,165,11.465636
2572,603,1920,1080,119198592,91,0,20,64.31217741,18.38613901,0.0,0.0,0.0,0,0,0.237071599,0.584283935,0.066498843,0.112145624,0.275629381,0.404444267,0.011167734,0.118169915,0.109928233,0.322823549,0.067571619,0.145323697,22,416,234,16:09,1:01,h264,1,13,25.0,50.0,3,1,2,8.0,1,448,34.056286
1851,568,1920,1080,85806758,61,0,18,46.67792866,34.67334162,0.0,0.0,0.0,0,0,0.273930845,0.170702643,0.151397248,0.403969264,0.151907178,0.011603884,0.073686501,0.547842601,,,,,22,768,432,16:09,1:01,h264,1,30,25.0,50.0,3,1,1,8.0,1,1838,82.471202
456,494,1920,1080,53761798,38,0,22,52.43496482,27.01573241,0.0,0.0,0.0,0,0,0.595390625,0.342264339,0.055095968,0.007249068,0.33396846,0.175740858,0.040626985,0.003115222,,,,,45,768,432,16:09,1:01,h264,1,30,25.0,50.0,3,1,1,8.0,1,117,10.785656
3173,624,1920,1080,72543624,56,0,18,49.41300937,28.19023703,0.0,0.0,0.0,0,0,0.009344618,0.137658661,0.312271251,0.540725469,0.007205693,0.10339244,0.042232919,0.312237227,,,,,35,1280,720,16:09,1:01,h264,1,31,25.0,50.0,3,1,0,8.0,1,710,58.570599
3551,639,1920,1080,699636965,530,0,-1,34.01855623,5.464431614,0.0,0.0,0.0,0,0,0.343024209,0.064613608,0.02812625,0.008680377,0.464185067,0.007510975,0.026431253,0.006941976,0.303914404,0.057434737,0.029030878,0.011478337,50,1920,1080,16:09,1:01,h264,0,40,25.0,50.0,3,1,1,8.0,1,84,38.036127
1259,521,1920,1080,43730001,32,0,18,64.25003379,30.10134793,0.0,0.0,0.0,0,0,0.197032697,0.346784658,0.346546103,0.109636542,0.065885467,0.048832374,0.057065935,0.073446061,,,,,18,768,432,16:09,1:01,h264,1,30,25.0,50.0,3,1,1,8.0,1,2825,80.184779
1670,561,1920,1080,160546244,117,0,14,41.52797882,18.59060198,0.0,0.0,0.0,0,0,0.173611111,0.130055861,0.131411876,0.064921152,0.11756548,0.047369763,0.049457888,0.082319458,0.173611111,0.130055861,0.131411876,0.064921152,40,640,360,16:09,1:01,h264,1,30,25.0,50.0,3,1,2,8.0,1,103,16.686798
2004,579,1920,1080,15909332,10,0,-1,52.197128,27.292244,0.0,0.0,0.0,0,0,0.114146412,0.074962384,0.212727945,0.598163259,0.083075067,0.010454371,0.124288816,0.431087509,,,,,26,1280,720,16:09,1:01,h264,1,31,25.0,50.0,3,1,0,8.0,1,2095,83.603928
1898,568,1920,1080,85806758,61,0,18,46.67792866,34.67334162,0.0,0.0,0.0,0,0,0.273930845,0.170702643,0.151397248,0.403969264,0.151907178,0.011603884,0.073686501,0.547842601,,,,,50,640,360,16:09,1:01,h264,1,30,25.0,50.0,3,1,2,8.0,1,61,4.747129
170,420,1920,1080,25957287,17,1,-1,63.28670167,27.16095704,0.0,0.0,0.0,0,0,0.699384163,0.234405864,0.056693512,0.009516461,0.304069795,0.094710728,0.014283798,0.009943608,,,,,24,1280,720,16:09,1:01,h264,1,31,25.0,50.0,3,1,0,8.0,1,2598,91.630257
209,422,1920,1080,11042927,8,1,-1,54.98057692,9.780447115,0.0,0.0,0.0,0,0,0.345901331,0.510617927,0.072284594,0.071196148,1.129176458,0.900910997,0.117467822,0.056645075,,,,,26,640,360,16:09,1:01,h264,1,30,25.0,50.0,3,1,2,8.0,1,259,54.494268
2514,597,1920,1080,65600731,43,0,12,52.04347974,27.78748435,0.0,0.0,0.0,0,0,0.1247817,0.299237236,0.114599569,0.461381494,0.088772601,0.091968582,0.06086434,0.368173463,,,,,28,1920,1080,16:09,1:01,h264,0,40,25.0,50.0,3,1,1,8.0,1,4494,93.548925
278,489,1920,1080,82496887,59,0,24,50.71130299,23.46897486,0.0,0.0,0.0,0,0,0.26379485,0.338907697,0.220381462,0.176915992,0.071674892,0.049223042,0.062622204,0.112147026,,,,,26,1920,1080,16:09,1:01,h264,0,40,25.0,50.0,3,1,1,8.0,1,5389,94.753209
3780,643,1920,1080,57693203,43,0,-1,43.52793476,25.43164865,0.0,0.0,0.0,0,0,0.629506173,0.21817419,0.142203414,0.010116223,1.191862419,0.059798767,0.113401604,0.017132323,,,,,18,960,540,16:09,1:01,h264,1,31,25.0,50.0,3,1,1,8.0,1,2691,92.713424
1976,571,1920,1080,7528482,4,0,4,46.49917431,40.21621101,0.0,0.0,0.0,0,0,0.518016654,0.093281893,0.152754147,0.235947306,0.526581973,0.008060541,0.04143467,0.124411049,,,,,55,640,360,16:09,1:01,h264,1,30,25.0,50.0,3,1,2,8.0,1,72,0.970974
1109,515,1920,1080,25335328,18,0,10,45.52125,22.38092105,0.0,0.0,0.0,0,0,0.438658372,0.36755353,0.176706051,0.017082047,0.662634993,0.038866894,0.173591048,0.028324742,,,,,55,1920,1080,16:09,1:01,h264,0,40,25.0,50.0,3,1,1,8.0,1,330,10.218761
712,503,1920,1080,92035235,68,0,9,42.93551086,21.07884968,0.0,0.0,0.0,0,0,0.677919399,0.278454379,0.041751061,0.001875161,0.265805298,0.077232297,0.039283624,0.00267401,,,,,26,1280,720,16:09,1:01,h264,1,31,25.0,50.0,3,1,0,8.0,1,2239,82.374001
493,498,1920,1080,53858897,38,0,22,50.77163859,27.19586141,0.0,0.0,0.0,0,0,0.595199492,0.342348251,0.055206887,0.00724537,0.33376384,0.175991961,0.040824945,0.003054203,,,,,24,416,234,16:09,1:01,h264,1,13,25.0,50.0,3,1,2,8.0,1,638,35.055124
1535,538,1920,1080,13663792,12,0,-1,52.15500683,2.33334471,0.0,0.0,25.0,0,0,0.285901492,0.292318512,0.286836259,0.134943737,0.167524177,0.068473148,0.082001134,0.138214419,,,,,45,416,234,16:09,1:01,h264,1,13,25.0,50.0,3,1,2,8.0,1,16,5.796477
2450,596,1920,1080,24468203,17,0,-1,59.44531707,26.26952439,0.0,0.0,0.0,0,0,0.39139564,0.29284256,0.276022377,0.039739423,0.385212708,0.059880386,0.152001122,0.023334924,,,,,30,640,360,16:09,1:01,h264,1,30,25.0,50.0,3,1,2,8.0,1,493,46.382651
1227,517,1920,1080,55691714,37,0,16,66.67963812,41.84506638,0.0,0.0,0.0,0,0,0.263877797,0.447296811,0.193093011,0.095732382,0.100469269,0.170464109,0.081682543,0.034487805,,,,,30,768,432,16:09,1:01,h264,1,30,25.0,50.0,3,1,1,8.0,1,1333,55.149478
426,494,1920,1080,53761798,38,0,22,52.43496482,27.01573241,0.0,0.0,0.0,0,0,0.595390625,0.342264339,0.055095968,0.007249068,0.33396846,0.175740858,0.040626985,0.003115222,,,,,28,1920,1080,16:09,1:01,h264,0,40,25.0,50.0,3,1,1,8.0,1,5203,93.692353
2809,614,1920,1080,55902080,41,0,-1,34.37749758,13.69482962,0.0,0.0,0.0,0,0,0.91227318,0.040005466,0.024302341,0.023419014,6.056819246,0.012968929,0.000839831,0.021837974,,,,,30,960,540,16:09,1:01,h264,1,31,25.0,50.0,3,1,1,8.0,1,413,67.610619
1013,514,1920,1080,99164715,72,0,15,40.44138358,24.32587326,0.0,0.0,0.0,0,0,0.188883102,0.254786201,0.34130562,0.215025077,0.43364271,0.093537323,0.046028051,0.073055431,,,,,35,1920,1080,16:09,1:01,h264,0,40,25.0,50.0,3,1,1,8.0,1,1898,67.460319
771,506,1080,1080,4273178,3,0,6,72.67890244,21.78870732,0.0,0.0,0.0,0,0,0.435622142,0.394137374,0.106774834,0.063465649,0.641124617,0.14965495,0.127581017,0.085503197,0.447774884,0.325533234,0.097636792,0.024604859,22,640,360,16:09,1:01,h264,1,30,25.0,50.0,3,1,2,8.0,1,917,69.393125
259,489,1920,1080,82496887,59,0,24,50.71130299,23.46897486,0.0,0.0,0.0,0,0,0.26379485,0.338907697,0.220381462,0.176915992,0.071674892,0.049223042,0.062622204,0.112147026,,,,,18,416,234,16:09,1:01,h264,1,13,25.0,50.0,3,1,2,8.0,1,1199,49.157312
1880,568,1920,1080,85806758,61,0,18,46.67792866,34.67334162,0.0,0.0,0.0,0,0,0.273930845,0.170702643,0.151397248,0.403969264,0.151907178,0.011603884,0.073686501,0.547842601,,,,,35,640,360,16:09,1:01,h264,1,30,25.0,50.0,3,1,2,8.0,1,284,32.271044
2485,597,1920,1080,65600731,43,0,12,52.04347974,27.78748435,0.0,0.0,0.0,0,0,0.1247817,0.299237236,0.114599569,0.461381494,0.088772601,0.091968582,0.06086434,0.368173463,,,,,18,768,432,16:09,1:01,h264,1,30,25.0,50.0,3,1,1,8.0,1,3249,85.62369
2552,597,1920,1080,65600731,43,0,12,52.04347974,27.78748435,0.0,0.0,0.0,0,0,0.1247817,0.299237236,0.114599569,0.461381494,0.088772601,0.091968582,0.06086434,0.368173463,,,,,55,640,360,16:09,1:01,h264,1,30,25.0,50.0,3,1,2,8.0,1,48,5.545785
537,498,1920,1080,53858897,38,0,22,50.77163859,27.19586141,0.0,0.0,0.0,0,0,0.595199492,0.342348251,0.055206887,0.00724537,0.33376384,0.175991961,0.040824945,0.003054203,,,,,55,1280,720,16:09,1:01,h264,1,31,25.0,50.0,3,1,0,8.0,1,160,8.852105
3076,620,1920,1080,148875111,103,0,-1,67.64634417,21.36212427,0.0,0.0,0.0,0,0,0.353176039,0.075031186,0.031603652,0.040189124,0.316974117,0.035837408,0.004512484,0.015204369,0.353176039,0.075031186,0.031603652,0.040189124,22,416,234,16:09,1:01,h264,1,13,25.0,50.0,3,1,2,8.0,1,507,33.223662
985,514,1920,1080,99164715,72,0,15,40.44138358,24.32587326,0.0,0.0,0.0,0,0,0.188883102,0.254786201,0.34130562,0.215025077,0.43364271,0.093537323,0.046028051,0.073055431,,,,,22,1280,720,16:09,1:01,h264,1,31,25.0,50.0,3,1,0,8.0,1,4628,90.418599
987,514,1920,1080,99164715,72,0,15,40.44138358,24.32587326,0.0,0.0,0.0,0,0,0.188883102,0.254786201,0.34130562,0.215025077,0.43364271,0.093537323,0.046028051,0.073055431,,,,,22,640,360,16:09,1:01,h264,1,30,25.0,50.0,3,1,2,8.0,1,1534,66.515356
2255,590,1920,1080,131523770,92,0,21,30.45621048,16.72294323,0.0,0.0,0.0,0,0,0.337243602,0.103700167,0.057886285,0.001169946,0.245421577,0.009007166,0.044849089,0.001300449,0.337243602,0.103700167,0.057886285,0.001169946,45,416,234,16:09,1:01,h264,1,13,25.0,50.0,3,1,2,8.0,1,29,2.992257
2777,614,1920,1080,55902080,41,0,-1,34.37749758,13.69482962,0.0,0.0,0.0,0,0,0.91227318,0.040005466,0.024302341,0.023419014,6.056819246,0.012968929,0.000839831,0.021837974,,,,,18,416,234,16:09,1:01,h264,1,13,25.0,50.0,3,1,2,8.0,1,474,53.584814
473,498,1920,1080,53858897,38,0,22,50.77163859,27.19586141,0.0,0.0,0.0,0,0,0.595199492,0.342348251,0.055206887,0.00724537,0.33376384,0.175991961,0.040824945,0.003054203,,,,,18,640,360,16:09,1:01,h264,1,30,25.0,50.0,3,1,2,8.0,1,2926,75.827168
3570,640,1920,1080,96251581,76,0,-1,28.82063916,19.5669223,0.0,0.0,0.0,0,0,0.293952868,0.281984793,0.337994309,0.08606803,0.198002358,0.065723021,0.051110246,0.095574121,,,,,20,1280,720,16:09,1:01,h264,1,31,29.97002997,59.94005994,3,1,0,8.0,1,2806,93.905425
1932,571,1920,1080,7528482,4,0,4,46.49917431,40.21621101,0.0,0.0,0.0,0,0,0.518016654,0.093281893,0.152754147,0.235947306,0.526581973,0.008060541,0.04143467,0.124411049,,,,,26,1920,1080,16:09,1:01,h264,0,40,25.0,50.0,3,1,1,8.0,1,6329,98.581388
2828,614,1920,1080,55902080,41,0,-1,34.37749758,13.69482962,0.0,0.0,0.0,0,0,0.91227318,0.040005466,0.024302341,0.023419014,6.056819246,0.012968929,0.000839831,0.021837974,,,,,45,640,360,16:09,1:01,h264,1,30,25.0,50.0,3,1,2,8.0,1,45,15.846741
2736,610,1920,1080,66086382,49,0,2,55.68120195,22.60264639,0.0,0.0,0.0,0,0,0.058204411,0.723252476,0.106398212,0.112144901,0.059168905,0.349092659,0.051736789,0.136923394,,,,,30,1920,1080,16:09,1:01,h264,0,40,25.0,50.0,3,1,1,8.0,1,2926,88.118108
