s_video_id,s_width,s_height,s_storage_size,s_duration,s_scan_type,c_content_category,c_si,c_ti,c_scene_change_ffmpeg_ratio30,c_scene_change_ffmpeg_ratio60,c_scene_change_ffmpeg_ratio90,c_scene_change_py_thresh30,c_scene_change_py_thresh50,c_colorhistogram_mean_dark,c_colorhistogram_mean_medium_dark,c_colorhistogram_mean_medium_bright,c_colorhistogram_mean_bright,c_colorhistogram_std_dev_dark,c_colorhistogram_std_dev_medium_dark,c_colorhistogram_std_dev_medium_bright,c_colorhistogram_std_dev_bright,c_colorhistogram_temporal_mean_std_dev_dark,c_colorhistogram_temporal_mean_std_dev_medium_dark,c_colorhistogram_temporal_mean_std_dev_medium_bright,c_colorhistogram_temporal_mean_std_dev_bright,e_crf,e_width,e_height,e_aspect_ratio,e_pixel_aspect_ratio,e_codec,e_codec_profile,e_codec_level,e_framerate,e_gop_size,e_b_frame_int,e_ref_frame_count,e_scan_type,e_bit_depth,e_pixel_fmt,t_average_bitrate,t_average_vmaf,t_average_vmaf_mobile,t_average_vmaf_4k,t_average_psnr
418,1920,1080,12790095,9,progressive,ballplayer,56.10180909,12.59732727,53.33333333,26.66666667,13.33333333,0,0,0.381593364,0.365762281,0.186065619,0.066578736,0.188830391,0.087219526,0.049422253,0.04011756,,,,,30,416,234,16:09,1:01,h264,main,13,25,50,3,1,unknown,8,yuv420p,178,18.99323,,,
418,1920,1080,12790095,9,progressive,ballplayer,56.10180909,12.59732727,53.33333333,26.66666667,13.33333333,0,0,0.381593364,0.365762281,0.186065619,0.066578736,0.188830391,0.087219526,0.049422253,0.04011756,,,,,35,1920,1080,16:09,1:01,h264,high,40,25,50,3,1,progressive,8,yuv420p,1196,72.324642,,,
418,1920,1080,12790095,9,progressive,ballplayer,56.10180909,12.59732727,53.33333333,26.66666667,13.33333333,0,0,0.381593364,0.365762281,0.186065619,0.066578736,0.188830391,0.087219526,0.049422253,0.04011756,,,,,35,960,540,16:09,1:01,h264,main,31,25,50,3,1,progressive,8,yuv420p,373,47.452826,,,
418,1920,1080,12790095,9,progressive,ballplayer,56.10180909,12.59732727,53.33333333,26.66666667,13.33333333,0,0,0.381593364,0.365762281,0.186065619,0.066578736,0.188830391,0.087219526,0.049422253,0.04011756,,,,,35,1280,720,16:09,1:01,h264,main,31,25,50,3,1,interlaced,8,yuv420p,588,57.585319,,,
418,1920,1080,12790095,9,progressive,ballplayer,56.10180909,12.59732727,53.33333333,26.66666667,13.33333333,0,0,0.381593364,0.365762281,0.186065619,0.066578736,0.188830391,0.087219526,0.049422253,0.04011756,,,,,35,640,360,16:09,1:01,h264,main,30,25,50,3,1,unknown,8,yuv420p,195,29.756631,,,
418,1920,1080,12790095,9,progressive,ballplayer,56.10180909,12.59732727,53.33333333,26.66666667,13.33333333,0,0,0.381593364,0.365762281,0.186065619,0.066578736,0.188830391,0.087219526,0.049422253,0.04011756,,,,,35,768,432,16:09,1:01,h264,main,30,25,50,3,1,progressive,8,yuv420p,255,38.063954,,,
418,1920,1080,12790095,9,progressive,ballplayer,56.10180909,12.59732727,53.33333333,26.66666667,13.33333333,0,0,0.381593364,0.365762281,0.186065619,0.066578736,0.188830391,0.087219526,0.049422253,0.04011756,,,,,40,1920,1080,16:09,1:01,h264,high,40,25,50,3,1,progressive,8,yuv420p,686,55.768361,,,
418,1920,1080,12790095,9,progressive,ballplayer,56.10180909,12.59732727,53.33333333,26.66666667,13.33333333,0,0,0.381593364,0.365762281,0.186065619,0.066578736,0.188830391,0.087219526,0.049422253,0.04011756,,,,,35,416,234,16:09,1:01,h264,main,13,25,50,3,1,unknown,8,yuv420p,96,9.732036,,,
418,1920,1080,12790095,9,progressive,ballplayer,56.10180909,12.59732727,53.33333333,26.66666667,13.33333333,0,0,0.381593364,0.365762281,0.186065619,0.066578736,0.188830391,0.087219526,0.049422253,0.04011756,,,,,40,1280,720,16:09,1:01,h264,main,31,25,50,3,1,interlaced,8,yuv420p,338,40.080686,,,
418,1920,1080,12790095,9,progressive,ballplayer,56.10180909,12.59732727,53.33333333,26.66666667,13.33333333,0,0,0.381593364,0.365762281,0.186065619,0.066578736,0.188830391,0.087219526,0.049422253,0.04011756,,,,,40,960,540,16:09,1:01,h264,main,31,25,50,3,1,progressive,8,yuv420p,213,30.644146,,,
418,1920,1080,12790095,9,progressive,ballplayer,56.10180909,12.59732727,53.33333333,26.66666667,13.33333333,0,0,0.381593364,0.365762281,0.186065619,0.066578736,0.188830391,0.087219526,0.049422253,0.04011756,,,,,40,640,360,16:09,1:01,h264,main,30,25,50,3,1,unknown,8,yuv420p,110,16.034912,,,
418,1920,1080,12790095,9,progressive,ballplayer,56.10180909,12.59732727,53.33333333,26.66666667,13.33333333,0,0,0.381593364,0.365762281,0.186065619,0.066578736,0.188830391,0.087219526,0.049422253,0.04011756,,,,,40,768,432,16:09,1:01,h264,main,30,25,50,3,1,progressive,8,yuv420p,146,22.745164,,,
418,1920,1080,12790095,9,progressive,ballplayer,56.10180909,12.59732727,53.33333333,26.66666667,13.33333333,0,0,0.381593364,0.365762281,0.186065619,0.066578736,0.188830391,0.087219526,0.049422253,0.04011756,,,,,40,416,234,16:09,1:01,h264,main,13,25,50,3,1,unknown,8,yuv420p,54,2.777431,,,
418,1920,1080,12790095,9,progressive,ballplayer,56.10180909,12.59732727,53.33333333,26.66666667,13.33333333,0,0,0.381593364,0.365762281,0.186065619,0.066578736,0.188830391,0.087219526,0.049422253,0.04011756,,,,,45,1920,1080,16:09,1:01,h264,high,40,25,50,3,1,progressive,8,yuv420p,405,36.918686,,,
418,1920,1080,12790095,9,progressive,ballplayer,56.10180909,12.59732727,53.33333333,26.66666667,13.33333333,0,0,0.381593364,0.365762281,0.186065619,0.066578736,0.188830391,0.087219526,0.049422253,0.04011756,,,,,45,1280,720,16:09,1:01,h264,main,31,25,50,3,1,interlaced,8,yuv420p,198,22.347864,,,
418,1920,1080,12790095,9,progressive,ballplayer,56.10180909,12.59732727,53.33333333,26.66666667,13.33333333,0,0,0.381593364,0.365762281,0.186065619,0.066578736,0.188830391,0.087219526,0.049422253,0.04011756,,,,,45,640,360,16:09,1:01,h264,main,30,25,50,3,1,unknown,8,yuv420p,63,4.985737,,,
418,1920,1080,12790095,9,progressive,ballplayer,56.10180909,12.59732727,53.33333333,26.66666667,13.33333333,0,0,0.381593364,0.365762281,0.186065619,0.066578736,0.188830391,0.087219526,0.049422253,0.04011756,,,,,45,960,540,16:09,1:01,h264,main,31,25,50,3,1,progressive,8,yuv420p,125,14.695744,,,
418,1920,1080,12790095,9,progressive,ballplayer,56.10180909,12.59732727,53.33333333,26.66666667,13.33333333,0,0,0.381593364,0.365762281,0.186065619,0.066578736,0.188830391,0.087219526,0.049422253,0.04011756,,,,,45,768,432,16:09,1:01,h264,main,30,25,50,3,1,progressive,8,yuv420p,84,8.483204,,,
418,1920,1080,12790095,9,progressive,ballplayer,56.10180909,12.59732727,53.33333333,26.66666667,13.33333333,0,0,0.381593364,0.365762281,0.186065619,0.066578736,0.188830391,0.087219526,0.049422253,0.04011756,,,,,45,416,234,16:09,1:01,h264,main,13,25,50,3,1,unknown,8,yuv420p,31,0.245442,,,
418,1920,1080,12790095,9,progressive,ballplayer,56.10180909,12.59732727,53.33333333,26.66666667,13.33333333,0,0,0.381593364,0.365762281,0.186065619,0.066578736,0.188830391,0.087219526,0.049422253,0.04011756,,,,,50,1920,1080,16:09,1:01,h264,high,40,25,50,3,1,progressive,8,yuv420p,236,18.396912,,,
418,1920,1080,12790095,9,progressive,ballplayer,56.10180909,12.59732727,53.33333333,26.66666667,13.33333333,0,0,0.381593364,0.365762281,0.186065619,0.066578736,0.188830391,0.087219526,0.049422253,0.04011756,,,,,50,960,540,16:09,1:01,h264,main,31,25,50,3,1,progressive,8,yuv420p,69,2.889353,,,
418,1920,1080,12790095,9,progressive,ballplayer,56.10180909,12.59732727,53.33333333,26.66666667,13.33333333,0,0,0.381593364,0.365762281,0.186065619,0.066578736,0.188830391,0.087219526,0.049422253,0.04011756,,,,,50,640,360,16:09,1:01,h264,main,30,25,50,3,1,unknown,8,yuv420p,33,0.576131,,,
418,1920,1080,12790095,9,progressive,ballplayer,56.10180909,12.59732727,53.33333333,26.66666667,13.33333333,0,0,0.381593364,0.365762281,0.186065619,0.066578736,0.188830391,0.087219526,0.049422253,0.04011756,,,,,50,1280,720,16:09,1:01,h264,main,31,25,50,3,1,interlaced,8,yuv420p,112,7.192287,,,
418,1920,1080,12790095,9,progressive,ballplayer,56.10180909,12.59732727,53.33333333,26.66666667,13.33333333,0,0,0.381593364,0.365762281,0.186065619,0.066578736,0.188830391,0.087219526,0.049422253,0.04011756,,,,,50,768,432,16:09,1:01,h264,main,30,25,50,3,1,progressive,8,yuv420p,46,1.13045,,,
418,1920,1080,12790095,9,progressive,ballplayer,56.10180909,12.59732727,53.33333333,26.66666667,13.33333333,0,0,0.381593364,0.365762281,0.186065619,0.066578736,0.188830391,0.087219526,0.049422253,0.04011756,,,,,50,416,234,16:09,1:01,h264,main,13,25,50,3,1,unknown,8,yuv420p,16,0.10423,,,
418,1920,1080,12790095,9,progressive,ballplayer,56.10180909,12.59732727,53.33333333,26.66666667,13.33333333,0,0,0.381593364,0.365762281,0.186065619,0.066578736,0.188830391,0.087219526,0.049422253,0.04011756,,,,,55,1920,1080,16:09,1:01,h264,high,40,25,50,3,1,progressive,8,yuv420p,213,15.306552,,,
418,1920,1080,12790095,9,progressive,ballplayer,56.10180909,12.59732727,53.33333333,26.66666667,13.33333333,0,0,0.381593364,0.365762281,0.186065619,0.066578736,0.188830391,0.087219526,0.049422253,0.04011756,,,,,55,640,360,16:09,1:01,h264,main,30,25,50,3,1,unknown,8,yuv420p,30,0.475224,,,
418,1920,1080,12790095,9,progressive,ballplayer,56.10180909,12.59732727,53.33333333,26.66666667,13.33333333,0,0,0.381593364,0.365762281,0.186065619,0.066578736,0.188830391,0.087219526,0.049422253,0.04011756,,,,,55,960,540,16:09,1:01,h264,main,31,25,50,3,1,progressive,8,yuv420p,60,1.677358,,,
418,1920,1080,12790095,9,progressive,ballplayer,56.10180909,12.59732727,53.33333333,26.66666667,13.33333333,0,0,0.381593364,0.365762281,0.186065619,0.066578736,0.188830391,0.087219526,0.049422253,0.04011756,,,,,55,1280,720,16:09,1:01,h264,main,31,25,50,3,1,interlaced,8,yuv420p,100,5.214982,,,
418,1920,1080,12790095,9,progressive,ballplayer,56.10180909,12.59732727,53.33333333,26.66666667,13.33333333,0,0,0.381593364,0.365762281,0.186065619,0.066578736,0.188830391,0.087219526,0.049422253,0.04011756,,,,,55,768,432,16:09,1:01,h264,main,30,25,50,3,1,progressive,8,yuv420p,40,0.771762,,,
418,1920,1080,12790095,9,progressive,ballplayer,56.10180909,12.59732727,53.33333333,26.66666667,13.33333333,0,0,0.381593364,0.365762281,0.186065619,0.066578736,0.188830391,0.087219526,0.049422253,0.04011756,,,,,55,416,234,16:09,1:01,h264,main,13,25,50,3,1,unknown,8,yuv420p,15,0.070312,,,
419,1920,1080,7512676,6,progressive,,61.14358,8.838213333,30,40,0,0,0,0.450114294,0.409096579,0.081645287,0.05914384,0.237189388,0.147865455,0.075319437,0.027149209,,,,,18,640,360,16:09,1:01,h264,main,30,25,50,3,1,unknown,8,yuv420p,1194,69.725461,,,
